i,t,m,j,Expenditure
14060200227023,2015-16,Addis Ababa,Sugar,55.2
14060200227023,2015-16,Addis Ababa,Tea,3.4
14060200227023,2015-16,Addis Ababa,Teff,171
14060200227023,2015-16,Addis Ababa,Tomato,8
14060200227023,2015-16,Addis Ababa,Wheat,32
14060200227030,2015-16,Addis Ababa,Banana,30
14060200227030,2015-16,Addis Ababa,Beef,220
14060200227030,2015-16,Addis Ababa,Beer,84
14060200227030,2015-16,Addis Ababa,Berbere,75
14060200227030,2015-16,Addis Ababa,Butter/ghee,70
14060200227030,2015-16,Addis Ababa,Chick Pea,20
14060200227030,2015-16,Addis Ababa,Coffee,20
14060200227030,2015-16,Addis Ababa,Field Pea,17.5
14060200227030,2015-16,Addis Ababa,Kariya,10
14060200227030,2015-16,Addis Ababa,Leafy Greens,30
14060200227030,2015-16,Addis Ababa,Lentils,60
14060200227030,2015-16,Addis Ababa,Linseed,5
14060200227030,2015-16,Addis Ababa,Maize,12
14060200227030,2015-16,Addis Ababa,Oils,115
14060200227030,2015-16,Addis Ababa,Onion,17.5
14060200227030,2015-16,Addis Ababa,Other tuber or stem,8
14060200227030,2015-16,Addis Ababa,Pasta/Macaroni,16
14060200227030,2015-16,Addis Ababa,Potato,9
14060200227030,2015-16,Addis Ababa,Salt,1.25
14060200227030,2015-16,Addis Ababa,Soda,28
14060200227030,2015-16,Addis Ababa,Sugar,27.6
14060200227030,2015-16,Addis Ababa,Tea,10
14060200227030,2015-16,Addis Ababa,Teff,309
14060200227030,2015-16,Addis Ababa,Tomato,24
14060200227037,2015-16,Addis Ababa,Barley,16
14060200227037,2015-16,Addis Ababa,Berbere,20
14060200227037,2015-16,Addis Ababa,Bread/biscuit,25.5
14060200227037,2015-16,Addis Ababa,Bula,19
14060200227037,2015-16,Addis Ababa,Butter/ghee,40
14060200227037,2015-16,Addis Ababa,Chick Pea,6
14060200227037,2015-16,Addis Ababa,Coffee,17.5
14060200227037,2015-16,Addis Ababa,Eggs,75
14060200227037,2015-16,Addis Ababa,Field Pea,15.75
14060200227037,2015-16,Addis Ababa,Goat & mutton meat,320
14060200227037,2015-16,Addis Ababa,Ground nuts,8
14060200227037,2015-16,Addis Ababa,Injera,3.75
14060200227037,2015-16,Addis Ababa,Kariya,8
14060200227037,2015-16,Addis Ababa,Leafy Greens,9
14060200227037,2015-16,Addis Ababa,Lentils,15
14060200227037,2015-16,Addis Ababa,Milk,90
14060200227037,2015-16,Addis Ababa,Oils,75
14060200227037,2015-16,Addis Ababa,Onion,10
14060200227037,2015-16,Addis Ababa,Orange,27
14060200227037,2015-16,Addis Ababa,Other tuber or stem,10
14060200227037,2015-16,Addis Ababa,Pasta/Macaroni,10
14060200227037,2015-16,Addis Ababa,Potato,12
14060200227037,2015-16,Addis Ababa,Salt,1
14060200227037,2015-16,Addis Ababa,Soda,52
14060200227037,2015-16,Addis Ababa,Sugar,23.28
14060200227037,2015-16,Addis Ababa,Tea,2.5
14060200227037,2015-16,Addis Ababa,Teff,110
14060200227044,2015-16,Addis Ababa,Banana,16
14060200227044,2015-16,Addis Ababa,Beef,160
14060200227044,2015-16,Addis Ababa,Berbere,8
14060200227044,2015-16,Addis Ababa,Bread/biscuit,10.5
14060200227044,2015-16,Addis Ababa,Butter/ghee,124
14060200227044,2015-16,Addis Ababa,Coffee,12
14060200227044,2015-16,Addis Ababa,Eggs,37.5
14060200227044,2015-16,Addis Ababa,Field Pea,7
14060200227044,2015-16,Addis Ababa,Ground nuts,8
14060200227044,2015-16,Addis Ababa,Injera,60
14060200227044,2015-16,Addis Ababa,Kariya,20
14060200227044,2015-16,Addis Ababa,Leafy Greens,12
14060200227044,2015-16,Addis Ababa,Lentils,65
14060200227044,2015-16,Addis Ababa,Maize,4
14060200227044,2015-16,Addis Ababa,Milk,24
14060200227044,2015-16,Addis Ababa,Oils,35
14060200227044,2015-16,Addis Ababa,Onion,10
14060200227044,2015-16,Addis Ababa,Other vegetable,8
14060200227044,2015-16,Addis Ababa,Pasta/Macaroni,20
14060200227044,2015-16,Addis Ababa,Potato,5
14060200227044,2015-16,Addis Ababa,Salt,1
14060200227044,2015-16,Addis Ababa,Sugar,18.4
14060200227044,2015-16,Addis Ababa,Tea,2.5
14060200227044,2015-16,Addis Ababa,Tomato,20
14060200227051,2015-16,Addis Ababa,Beef,160
14060200227051,2015-16,Addis Ababa,Berbere,12
14060200227051,2015-16,Addis Ababa,Bread/biscuit,7.5
14060200227051,2015-16,Addis Ababa,Chick Pea,12
14060200227051,2015-16,Addis Ababa,Coffee,15
14060200227051,2015-16,Addis Ababa,Eggs,22
14060200227051,2015-16,Addis Ababa,Field Pea,10
14060200227051,2015-16,Addis Ababa,Horsebeans,15
14060200227051,2015-16,Addis Ababa,Kariya,8
14060200227051,2015-16,Addis Ababa,Leafy Greens,10
14060200227051,2015-16,Addis Ababa,Lentils,13
14060200227051,2015-16,Addis Ababa,Milk,24
14060200227051,2015-16,Addis Ababa,Oils,75
14060200227051,2015-16,Addis Ababa,Onion,15
14060200227051,2015-16,Addis Ababa,Other tuber or stem,7
14060200227051,2015-16,Addis Ababa,Pasta/Macaroni,18
14060200227051,2015-16,Addis Ababa,Potato,3
14060200227051,2015-16,Addis Ababa,Salt,0.75
14060200227051,2015-16,Addis Ababa,Soda,24
14060200227051,2015-16,Addis Ababa,Sugar,9.2
14060200227051,2015-16,Addis Ababa,Tea,15
14060200227051,2015-16,Addis Ababa,Teff,160
14060200227051,2015-16,Addis Ababa,Tomato,6
14060200227058,2015-16,Addis Ababa,Banana,16
14060200227058,2015-16,Addis Ababa,Berbere,8
14060200227058,2015-16,Addis Ababa,Bread/biscuit,4
14060200227058,2015-16,Addis Ababa,Chick Pea,6
14060200227058,2015-16,Addis Ababa,Coffee,6
14060200227058,2015-16,Addis Ababa,Eggs,12
14060200227058,2015-16,Addis Ababa,Field Pea,4.5
14060200227058,2015-16,Addis Ababa,Injera,12
14060200227058,2015-16,Addis Ababa,Leafy Greens,10
14060200227058,2015-16,Addis Ababa,Milk,12
14060200227058,2015-16,Addis Ababa,Oils,16.5
14060200227058,2015-16,Addis Ababa,Onion,2.5
14060200227058,2015-16,Addis Ababa,Other fruit,9
14060200227058,2015-16,Addis Ababa,Salt,0.5
14060200227058,2015-16,Addis Ababa,Soda,7
14060200227058,2015-16,Addis Ababa,Sugar,4.5
14060200227058,2015-16,Addis Ababa,Tea,1
14060200227058,2015-16,Addis Ababa,Tomato,3
14060200227072,2015-16,Addis Ababa,Banana,15
14060200227072,2015-16,Addis Ababa,Beef,60
14060200227072,2015-16,Addis Ababa,Berbere,16
14060200227072,2015-16,Addis Ababa,Bread/biscuit,12
14060200227072,2015-16,Addis Ababa,Butter/ghee,32.5
14060200227072,2015-16,Addis Ababa,Chick Pea,8
14060200227072,2015-16,Addis Ababa,Eggs,8
14060200227072,2015-16,Addis Ababa,Field Pea,7
14060200227072,2015-16,Addis Ababa,Haricot Beans,2
14060200227072,2015-16,Addis Ababa,Horsebeans,5
14060200227072,2015-16,Addis Ababa,Kariya,10
14060200227072,2015-16,Addis Ababa,Leafy Greens,6
14060200227072,2015-16,Addis Ababa,Lentils,30
14060200227072,2015-16,Addis Ababa,Milk,88
14060200227072,2015-16,Addis Ababa,Oils,150
14060200227072,2015-16,Addis Ababa,Onion,20
14060200227072,2015-16,Addis Ababa,Orange,18
14060200227072,2015-16,Addis Ababa,Pasta/Macaroni,26
14060200227072,2015-16,Addis Ababa,Potato,8
14060200227072,2015-16,Addis Ababa,Salt,1.25
14060200227072,2015-16,Addis Ababa,Sugar,18.4
14060200227072,2015-16,Addis Ababa,Sweet potato,10
14060200227072,2015-16,Addis Ababa,Tea,1.5
14060200227072,2015-16,Addis Ababa,Teff,116.5
14060200227072,2015-16,Addis Ababa,Tomato,4
14060200227079,2015-16,Addis Ababa,Banana,24
14060200227079,2015-16,Addis Ababa,Barley,8
14060200227079,2015-16,Addis Ababa,Beef,60
14060200227079,2015-16,Addis Ababa,Berbere,12
14060200227079,2015-16,Addis Ababa,Bread/biscuit,6
14060200227079,2015-16,Addis Ababa,Butter/ghee,32
14060200227079,2015-16,Addis Ababa,Chick Pea,12
14060200227079,2015-16,Addis Ababa,Coffee,15
14060200227079,2015-16,Addis Ababa,Field Pea,10.5
14060200227079,2015-16,Addis Ababa,Horsebeans,6
14060200227079,2015-16,Addis Ababa,Kariya,8
14060200227079,2015-16,Addis Ababa,Leafy Greens,16
14060200227079,2015-16,Addis Ababa,Lentils,11.4
14060200227079,2015-16,Addis Ababa,Milk,87.5
14060200227079,2015-16,Addis Ababa,Oils,17.75
14060200227079,2015-16,Addis Ababa,Onion,18
14060200227079,2015-16,Addis Ababa,Other fruit,18
14060200227079,2015-16,Addis Ababa,Potato,3
14060200227079,2015-16,Addis Ababa,Salt,0.75
14060200227079,2015-16,Addis Ababa,Sugar,9.5
14060200227079,2015-16,Addis Ababa,Tea,1.25
14060200227079,2015-16,Addis Ababa,Teff,55
14060200227079,2015-16,Addis Ababa,Tomato,16
14060200227086,2015-16,Addis Ababa,Barley,8.5
14060200227086,2015-16,Addis Ababa,Beef,120
14060200227086,2015-16,Addis Ababa,Berbere,10
14060200227086,2015-16,Addis Ababa,Bread/biscuit,6
14060200227086,2015-16,Addis Ababa,Bula,7.5
14060200227086,2015-16,Addis Ababa,Chick Pea,5
14060200227086,2015-16,Addis Ababa,Eggs,12
14060200227086,2015-16,Addis Ababa,Field Pea,4.4
14060200227086,2015-16,Addis Ababa,Kariya,5
14060200227086,2015-16,Addis Ababa,Lentils,30
14060200227086,2015-16,Addis Ababa,Milk,48
14060200227086,2015-16,Addis Ababa,Oils,65
14060200227086,2015-16,Addis Ababa,Onion,21
14060200227086,2015-16,Addis Ababa,Pasta/Macaroni,10
14060200227086,2015-16,Addis Ababa,Potato,2.5
14060200227086,2015-16,Addis Ababa,Salt,1
14060200227086,2015-16,Addis Ababa,Sugar,13.8
14060200227086,2015-16,Addis Ababa,Tea,6
14060200227086,2015-16,Addis Ababa,Teff,100
14060200227086,2015-16,Addis Ababa,Tomato,12
14060200227093,2015-16,Addis Ababa,Banana,32
14060200227093,2015-16,Addis Ababa,Barley,8
14060200227093,2015-16,Addis Ababa,Beef,120
14060200227093,2015-16,Addis Ababa,Beer,108
14060200227093,2015-16,Addis Ababa,Berbere,16
14060200227093,2015-16,Addis Ababa,Bread/biscuit,21
14060200227093,2015-16,Addis Ababa,Butter/ghee,40
14060200227093,2015-16,Addis Ababa,Coffee,20
14060200227093,2015-16,Addis Ababa,Eggs,40
14060200227093,2015-16,Addis Ababa,Field Pea,8.5
14060200227093,2015-16,Addis Ababa,Goat & mutton meat,160
14060200227093,2015-16,Addis Ababa,Injera,105
14060200227093,2015-16,Addis Ababa,Kariya,10
14060200227093,2015-16,Addis Ababa,Leafy Greens,6
14060200227093,2015-16,Addis Ababa,Lentils,60
14060200227093,2015-16,Addis Ababa,Oils,70
14060200227093,2015-16,Addis Ababa,Onion,12
14060200227093,2015-16,Addis Ababa,Other fruit,36
14060200227093,2015-16,Addis Ababa,Pasta/Macaroni,40
14060200227093,2015-16,Addis Ababa,Potato,12
14060200227093,2015-16,Addis Ababa,Soda,48
14060200227093,2015-16,Addis Ababa,Sugar,14
14060200227093,2015-16,Addis Ababa,Tea,1.6
14060200227093,2015-16,Addis Ababa,Tomato,10
14060200227100,2015-16,Addis Ababa,Barley,9
14060200227100,2015-16,Addis Ababa,Berbere,8
14060200227100,2015-16,Addis Ababa,Bread/biscuit,7.5
14060200227100,2015-16,Addis Ababa,Chick Pea,10
14060200227100,2015-16,Addis Ababa,Field Pea,18
14060200227100,2015-16,Addis Ababa,Injera,14
14060200227100,2015-16,Addis Ababa,Kariya,10
14060200227100,2015-16,Addis Ababa,Leafy Greens,10
14060200227100,2015-16,Addis Ababa,Lentils,30
14060200227100,2015-16,Addis Ababa,Oils,24
14060200227100,2015-16,Addis Ababa,Onion,10
14060200227100,2015-16,Addis Ababa,Pasta/Macaroni,10
14060200227100,2015-16,Addis Ababa,Potato,2.5
14060200227100,2015-16,Addis Ababa,Salt,0.5
14060200227100,2015-16,Addis Ababa,Sugar,4.5
14060200227100,2015-16,Addis Ababa,Tea,2
14060200227100,2015-16,Addis Ababa,Teff,95
14060200227100,2015-16,Addis Ababa,Tomato,9
14060800822001,2015-16,Addis Ababa,Banana,15
14060800822001,2015-16,Addis Ababa,Barley,18
14060800822001,2015-16,Addis Ababa,Beef,130
14060800822001,2015-16,Addis Ababa,Berbere,85
14060800822001,2015-16,Addis Ababa,Bread/biscuit,60
14060800822001,2015-16,Addis Ababa,Coffee,25
14060800822001,2015-16,Addis Ababa,Field Pea,40
14060800822001,2015-16,Addis Ababa,Leafy Greens,16
14060800822001,2015-16,Addis Ababa,Lentils,19
14060800822001,2015-16,Addis Ababa,Onion,22
14060800822001,2015-16,Addis Ababa,Potato,7
14060800822001,2015-16,Addis Ababa,Salt,1.75
14060800822001,2015-16,Addis Ababa,Sugar,18
14060800822001,2015-16,Addis Ababa,Tea,10
14060800822001,2015-16,Addis Ababa,Teff,80
14060800822001,2015-16,Addis Ababa,Tomato,9
14060800822001,2015-16,Addis Ababa,Wheat,22
14060800822031,2015-16,Addis Ababa,Berbere,37
14060800822031,2015-16,Addis Ababa,Bread/biscuit,32.5
14060800822031,2015-16,Addis Ababa,Coffee,50
14060800822031,2015-16,Addis Ababa,Field Pea,40
14060800822031,2015-16,Addis Ababa,Lentils,86
14060800822031,2015-16,Addis Ababa,Oils,71
14060800822031,2015-16,Addis Ababa,Onion,23
14060800822031,2015-16,Addis Ababa,Pasta/Macaroni,40
14060800822031,2015-16,Addis Ababa,Potato,18
14060800822031,2015-16,Addis Ababa,Salt,5
14060800822031,2015-16,Addis Ababa,Sugar,9
14060800822031,2015-16,Addis Ababa,Tea,5
14060800822031,2015-16,Addis Ababa,Teff,140
14060800822031,2015-16,Addis Ababa,Tomato,18
14060800822041,2015-16,Addis Ababa,Berbere,18
14060800822041,2015-16,Addis Ababa,Bread/biscuit,17.5
14060800822041,2015-16,Addis Ababa,Lentils,40
14060800822041,2015-16,Addis Ababa,Oils,30
14060800822041,2015-16,Addis Ababa,Onion,12
14060800822041,2015-16,Addis Ababa,Potato,3
14060800822041,2015-16,Addis Ababa,Salt,2
14060800822041,2015-16,Addis Ababa,Sugar,9
14060800822041,2015-16,Addis Ababa,Tea,5
14060800822041,2015-16,Addis Ababa,Teff,64
14060800822041,2015-16,Addis Ababa,Tomato,5
14060800822051,2015-16,Addis Ababa,Beef,140
14060800822051,2015-16,Addis Ababa,Berbere,27
14060800822051,2015-16,Addis Ababa,Coffee,25
14060800822051,2015-16,Addis Ababa,Field Pea,9
14060800822051,2015-16,Addis Ababa,Lentils,20
14060800822051,2015-16,Addis Ababa,Milk,19
14060800822051,2015-16,Addis Ababa,Oils,18
14060800822051,2015-16,Addis Ababa,Onion,10
14060800822051,2015-16,Addis Ababa,Potato,4
14060800822051,2015-16,Addis Ababa,Salt,2.5
14060800822051,2015-16,Addis Ababa,Sugar,9
14060800822051,2015-16,Addis Ababa,Tea,5
14060800822051,2015-16,Addis Ababa,Teff,40
14060800822051,2015-16,Addis Ababa,Tomato,4
14060800822061,2015-16,Addis Ababa,Beef,130
14060800822061,2015-16,Addis Ababa,Berbere,21
14060800822061,2015-16,Addis Ababa,Bread/biscuit,13.5
14060800822061,2015-16,Addis Ababa,Field Pea,38
14060800822061,2015-16,Addis Ababa,Injera,112
14060800822061,2015-16,Addis Ababa,Lentils,60
14060800822061,2015-16,Addis Ababa,Oils,17.5
14060800822061,2015-16,Addis Ababa,Onion,7
14060800822061,2015-16,Addis Ababa,Potato,7
14060800822061,2015-16,Addis Ababa,Salt,2.5
14060800822061,2015-16,Addis Ababa,Sugar,9
14060800822061,2015-16,Addis Ababa,Tea,5
14060800822061,2015-16,Addis Ababa,Tomato,5
14060800822061,2015-16,Addis Ababa,Wheat,11
14060800822081,2015-16,Addis Ababa,Barley,15
14060800822081,2015-16,Addis Ababa,Berbere,15
14060800822081,2015-16,Addis Ababa,Bread/biscuit,40.5
14060800822081,2015-16,Addis Ababa,Eggs,21
14060800822081,2015-16,Addis Ababa,Field Pea,9
14060800822081,2015-16,Addis Ababa,Kariya,4
14060800822081,2015-16,Addis Ababa,Lentils,15
14060800822081,2015-16,Addis Ababa,Milk,20
14060800822081,2015-16,Addis Ababa,Oils,75
14060800822081,2015-16,Addis Ababa,Onion,20
14060800822081,2015-16,Addis Ababa,Pasta/Macaroni,18
14060800822081,2015-16,Addis Ababa,Potato,6
14060800822081,2015-16,Addis Ababa,Salt,1.25
14060800822081,2015-16,Addis Ababa,Teff,72
14060800822081,2015-16,Addis Ababa,Tomato,30
14060800822091,2015-16,Addis Ababa,Barley,7
14060800822091,2015-16,Addis Ababa,Berbere,20
14060800822091,2015-16,Addis Ababa,Bread/biscuit,42
14060800822091,2015-16,Addis Ababa,Coffee,10
14060800822091,2015-16,Addis Ababa,Field Pea,10
14060800822091,2015-16,Addis Ababa,Injera,29
14060800822091,2015-16,Addis Ababa,Kariya,3
14060800822091,2015-16,Addis Ababa,Leafy Greens,6
14060800822091,2015-16,Addis Ababa,Onion,11
14060800822091,2015-16,Addis Ababa,Pasta/Macaroni,10
14060800822091,2015-16,Addis Ababa,Potato,5
14060800822091,2015-16,Addis Ababa,Salt,2
14060800822091,2015-16,Addis Ababa,Sugar,9
14060800822091,2015-16,Addis Ababa,Tea,5
14060800822091,2015-16,Addis Ababa,Tomato,7
14060800822101,2015-16,Addis Ababa,Banana,15
14060800822101,2015-16,Addis Ababa,Beef,100
14060800822101,2015-16,Addis Ababa,Berbere,50
14060800822101,2015-16,Addis Ababa,Bread/biscuit,20
14060800822101,2015-16,Addis Ababa,Butter/ghee,40
14060800822101,2015-16,Addis Ababa,Chick Pea,9.5
14060800822101,2015-16,Addis Ababa,Field Pea,10
14060800822101,2015-16,Addis Ababa,Lentils,25
14060800822101,2015-16,Addis Ababa,Milk,22
14060800822101,2015-16,Addis Ababa,Oils,35
14060800822101,2015-16,Addis Ababa,Onion,24
14060800822101,2015-16,Addis Ababa,Pasta/Macaroni,20
14060800822101,2015-16,Addis Ababa,Potato,14
14060800822101,2015-16,Addis Ababa,Salt,1.75
14060800822101,2015-16,Addis Ababa,Soda,52
14060800822101,2015-16,Addis Ababa,Sugar,9
14060800822101,2015-16,Addis Ababa,Tea,4
14060800822101,2015-16,Addis Ababa,Teff,66
14060800822101,2015-16,Addis Ababa,Tomato,12
14060800822111,2015-16,Addis Ababa,Banana,15
14060800822111,2015-16,Addis Ababa,Beef,70
14060800822111,2015-16,Addis Ababa,Berbere,40
14060800822111,2015-16,Addis Ababa,Bread/biscuit,45.5
14060800822111,2015-16,Addis Ababa,Eggs,14
14060800822111,2015-16,Addis Ababa,Injera,16
14060800822111,2015-16,Addis Ababa,Kariya,7
14060800822111,2015-16,Addis Ababa,Leafy Greens,12
14060800822111,2015-16,Addis Ababa,Lentils,15
14060800822111,2015-16,Addis Ababa,Milk,40
14060800822111,2015-16,Addis Ababa,Oils,30
14060800822111,2015-16,Addis Ababa,Onion,5.5
14060800822111,2015-16,Addis Ababa,Pasta/Macaroni,16
14060800822111,2015-16,Addis Ababa,Potato,12
14060800822111,2015-16,Addis Ababa,Salt,4.5
14060800822111,2015-16,Addis Ababa,Sugar,18
14060800822111,2015-16,Addis Ababa,Tea,5
14060800822111,2015-16,Addis Ababa,Teff,58
14060800822111,2015-16,Addis Ababa,Tomato,20
14060800822121,2015-16,Addis Ababa,Barley,19.5
14060800822121,2015-16,Addis Ababa,Beef,360
14060800822121,2015-16,Addis Ababa,Berbere,120
14060800822121,2015-16,Addis Ababa,Bread/biscuit,78
14060800822121,2015-16,Addis Ababa,Coffee,100
14060800822121,2015-16,Addis Ababa,Field Pea,120
14060800822121,2015-16,Addis Ababa,Leafy Greens,30
14060800822121,2015-16,Addis Ababa,Milk,36
14060800822121,2015-16,Addis Ababa,Oils,240
14060800822121,2015-16,Addis Ababa,Onion,40
14060800822121,2015-16,Addis Ababa,Potato,30
14060800822121,2015-16,Addis Ababa,Salt,5
14060800822121,2015-16,Addis Ababa,Sugar,18
14060800822121,2015-16,Addis Ababa,Tea,10
14060800822121,2015-16,Addis Ababa,Teff,170
14060800822121,2015-16,Addis Ababa,Tomato,60
14060800822141,2015-16,Addis Ababa,Banana,15
14060800822141,2015-16,Addis Ababa,Berbere,37
14060800822141,2015-16,Addis Ababa,Bread/biscuit,40.5
14060800822141,2015-16,Addis Ababa,Field Pea,35
14060800822141,2015-16,Addis Ababa,Leafy Greens,8
14060800822141,2015-16,Addis Ababa,Lentils,40
14060800822141,2015-16,Addis Ababa,Milk,20
14060800822141,2015-16,Addis Ababa,Oils,71
14060800822141,2015-16,Addis Ababa,Onion,21
14060800822141,2015-16,Addis Ababa,Pasta/Macaroni,20
14060800822141,2015-16,Addis Ababa,Potato,7
14060800822141,2015-16,Addis Ababa,Salt,1.75
14060800822141,2015-16,Addis Ababa,Sugar,9
14060800822141,2015-16,Addis Ababa,Tea,5
14060800822141,2015-16,Addis Ababa,Teff,80
14060800822141,2015-16,Addis Ababa,Tomato,16
14060800822141,2015-16,Addis Ababa,Wheat,15
14070400424001,2015-16,Addis Ababa,Barley,4
14070400424001,2015-16,Addis Ababa,Berbere,25
14070400424001,2015-16,Addis Ababa,Bread/biscuit,10
14070400424001,2015-16,Addis Ababa,Coffee,40
14070400424001,2015-16,Addis Ababa,Field Pea,35
14070400424001,2015-16,Addis Ababa,Kariya,2
14070400424001,2015-16,Addis Ababa,Lentils,10
14070400424001,2015-16,Addis Ababa,Maize,30
14070400424001,2015-16,Addis Ababa,Oils,24
14070400424001,2015-16,Addis Ababa,Onion,7
14070400424001,2015-16,Addis Ababa,Salt,5
14070400424001,2015-16,Addis Ababa,Teff,126
14070400424001,2015-16,Addis Ababa,Tomato,12
14070400424001,2015-16,Addis Ababa,Wheat,80
14070400424015,2015-16,Addis Ababa,Banana,30
14070400424015,2015-16,Addis Ababa,Barley,38
14070400424015,2015-16,Addis Ababa,Berbere,47.5
14070400424015,2015-16,Addis Ababa,Bread/biscuit,26.25
14070400424015,2015-16,Addis Ababa,Bula,20.5
14070400424015,2015-16,Addis Ababa,Eggs,16.25
14070400424015,2015-16,Addis Ababa,Field Pea,40
14070400424015,2015-16,Addis Ababa,Fish,45
14070400424015,2015-16,Addis Ababa,Ground nuts,45
14070400424015,2015-16,Addis Ababa,Horsebeans,40
14070400424015,2015-16,Addis Ababa,Kariya,5
14070400424015,2015-16,Addis Ababa,Leafy Greens,10
14070400424015,2015-16,Addis Ababa,Lentils,65
14070400424015,2015-16,Addis Ababa,Milk,60
14070400424015,2015-16,Addis Ababa,Oils,75
14070400424015,2015-16,Addis Ababa,Onion,23.5
14070400424015,2015-16,Addis Ababa,Other cereal,85
14070400424015,2015-16,Addis Ababa,Other prepared food,16
14070400424015,2015-16,Addis Ababa,Other seed,18
14070400424015,2015-16,Addis Ababa,Other tuber or stem,5
14070400424015,2015-16,Addis Ababa,Other vegetable,8
14070400424015,2015-16,Addis Ababa,Pasta/Macaroni,66
14070400424015,2015-16,Addis Ababa,Potato,8
14070400424015,2015-16,Addis Ababa,Salt,1.25
14070400424015,2015-16,Addis Ababa,Sugar,18.5
14070400424015,2015-16,Addis Ababa,Tea,10
14070400424015,2015-16,Addis Ababa,Teff,120
14070400424015,2015-16,Addis Ababa,Tomato,24
14070400424029,2015-16,Addis Ababa,Banana,15
14070400424029,2015-16,Addis Ababa,Berbere,70
14070400424029,2015-16,Addis Ababa,Bread/biscuit,30
14070400424029,2015-16,Addis Ababa,Chick Pea,60
14070400424029,2015-16,Addis Ababa,Coffee,40
14070400424029,2015-16,Addis Ababa,Eggs,75
14070400424029,2015-16,Addis Ababa,Field Pea,80
14070400424029,2015-16,Addis Ababa,Horsebeans,65
14070400424029,2015-16,Addis Ababa,Kariya,10
14070400424029,2015-16,Addis Ababa,Leafy Greens,15
14070400424029,2015-16,Addis Ababa,Lentils,120
14070400424029,2015-16,Addis Ababa,Oils,25
14070400424029,2015-16,Addis Ababa,Onion,20
14070400424029,2015-16,Addis Ababa,Pasta/Macaroni,32
14070400424029,2015-16,Addis Ababa,Potato,20
14070400424029,2015-16,Addis Ababa,Salt,3
14070400424029,2015-16,Addis Ababa,Sugar,10
14070400424029,2015-16,Addis Ababa,Tea,8
14070400424029,2015-16,Addis Ababa,Teff,240
14070400424029,2015-16,Addis Ababa,Tomato,26
14070400424029,2015-16,Addis Ababa,Wheat,30
14070400424043,2015-16,Addis Ababa,Berbere,40
14070400424043,2015-16,Addis Ababa,Bread/biscuit,6
14070400424043,2015-16,Addis Ababa,Coffee,20
14070400424043,2015-16,Addis Ababa,Field Pea,22
14070400424043,2015-16,Addis Ababa,Horsebeans,23
14070400424043,2015-16,Addis Ababa,Lentils,30
14070400424043,2015-16,Addis Ababa,Oils,25
14070400424043,2015-16,Addis Ababa,Onion,15
14070400424043,2015-16,Addis Ababa,Potato,8
14070400424043,2015-16,Addis Ababa,Salt,3
14070400424043,2015-16,Addis Ababa,Sugar,10
14070400424043,2015-16,Addis Ababa,Tea,5
14070400424043,2015-16,Addis Ababa,Teff,105
14070400424043,2015-16,Addis Ababa,Tomato,5
14070400424071,2015-16,Addis Ababa,Banana,28
14070400424071,2015-16,Addis Ababa,Berbere,100
14070400424071,2015-16,Addis Ababa,Bread/biscuit,13
14070400424071,2015-16,Addis Ababa,Chick Pea,160
14070400424071,2015-16,Addis Ababa,Coffee,80
14070400424071,2015-16,Addis Ababa,Eggs,88
14070400424071,2015-16,Addis Ababa,Field Pea,160
14070400424071,2015-16,Addis Ababa,Kariya,5
14070400424071,2015-16,Addis Ababa,Leafy Greens,10
14070400424071,2015-16,Addis Ababa,Lentils,300
14070400424071,2015-16,Addis Ababa,Milk,50
14070400424071,2015-16,Addis Ababa,Oils,25
14070400424071,2015-16,Addis Ababa,Onion,16
14070400424071,2015-16,Addis Ababa,Orange,30
14070400424071,2015-16,Addis Ababa,Pasta/Macaroni,45
14070400424071,2015-16,Addis Ababa,Potato,16
14070400424071,2015-16,Addis Ababa,Salt,4
14070400424071,2015-16,Addis Ababa,Soda,15
14070400424071,2015-16,Addis Ababa,Sugar,40
14070400424071,2015-16,Addis Ababa,Tea,6
14070400424071,2015-16,Addis Ababa,Teff,150
14070400424071,2015-16,Addis Ababa,Tomato,24
14070400424085,2015-16,Addis Ababa,Banana,27
14070400424085,2015-16,Addis Ababa,Berbere,17.5
14070400424085,2015-16,Addis Ababa,Chick Pea,45
14070400424085,2015-16,Addis Ababa,Coffee,20
14070400424085,2015-16,Addis Ababa,Kariya,15
14070400424085,2015-16,Addis Ababa,Leafy Greens,10
14070400424085,2015-16,Addis Ababa,Lentils,45
14070400424085,2015-16,Addis Ababa,Oils,97.5
14070400424085,2015-16,Addis Ababa,Onion,50
14070400424085,2015-16,Addis Ababa,Other cereal,15
14070400424085,2015-16,Addis Ababa,Potato,7
14070400424085,2015-16,Addis Ababa,Salt,1.25
14070400424085,2015-16,Addis Ababa,Soda,28
14070400424085,2015-16,Addis Ababa,Sugar,18.4
14070400424085,2015-16,Addis Ababa,Teff,240
14070400424085,2015-16,Addis Ababa,Tomato,20
14070400424099,2015-16,Addis Ababa,Banana,32
14070400424099,2015-16,Addis Ababa,Berbere,20
14070400424099,2015-16,Addis Ababa,Bread/biscuit,56.7
14070400424099,2015-16,Addis Ababa,Chick Pea,17
14070400424099,2015-16,Addis Ababa,Coffee,20
14070400424099,2015-16,Addis Ababa,Field Pea,19
14070400424099,2015-16,Addis Ababa,Goat & mutton meat,100
14070400424099,2015-16,Addis Ababa,Horsebeans,9
