i,t,m,age,sex,HH_size
89920,2015,USA,9,Female,5
89921,2015,USA,37,Male,4
89922,2015,USA,5,Female,7
89923,2015,USA,8,Female,4
89924,2015,USA,16,Male,4
89925,2015,USA,68,Female,1
89926,2015,USA,2,Female,5
89927,2015,USA,41,Female,7
89928,2015,USA,5,Male,4
89929,2015,USA,31,Female,3
89930,2015,USA,12,Female,7
89931,2015,USA,1,Male,4
89932,2015,USA,7,Male,6
89933,2015,USA,31,Male,5
89934,2015,USA,19,Female,2
89935,2015,USA,46,Female,3
89936,2015,USA,15,Male,3
89937,2015,USA,3,Female,7
89938,2015,USA,15,Male,4
89939,2015,USA,27,Male,7
89940,2015,USA,4,Female,4
89941,2015,USA,6,Female,5
89942,2015,USA,62,Male,4
89943,2015,USA,9,Male,5
89944,2015,USA,6,Male,7
89945,2015,USA,42,Male,3
89946,2015,USA,28,Male,1
89947,2015,USA,7,Male,4
89948,2015,USA,61,Male,5
89949,2015,USA,3,Male,6
89950,2015,USA,26,Female,1
89951,2015,USA,5.40E-79,Female,3
89952,2015,USA,5.40E-79,Male,3
89953,2015,USA,65,Female,1
89954,2015,USA,9,Female,4
89955,2015,USA,21,Male,7
89956,2015,USA,18,Male,3
89957,2015,USA,33,Female,7
89958,2015,USA,9,Female,6
89959,2015,USA,32,Female,4
89960,2015,USA,69,Female,1
89961,2015,USA,1,Male,6
89962,2015,USA,20,Male,3
89963,2015,USA,25,Male,4
89964,2015,USA,63,Female,2
89965,2015,USA,54,Male,3
89966,2015,USA,69,Female,4
89967,2015,USA,51,Male,3
89968,2015,USA,13,Female,3
89969,2015,USA,4,Female,3
89970,2015,USA,47,Female,1
89971,2015,USA,13,Male,6
89972,2015,USA,7,Female,5
89973,2015,USA,11,Female,5
89974,2015,USA,76,Male,2
89975,2015,USA,26,Male,5
89976,2015,USA,19,Male,1
89977,2015,USA,67,Female,3
89978,2015,USA,64,Female,5
89979,2015,USA,10,Female,6
89980,2015,USA,33,Female,4
89981,2015,USA,46,Female,2
89982,2015,USA,17,Male,6
89983,2015,USA,1,Male,3
89984,2015,USA,18,Male,6
89985,2015,USA,11,Male,4
89986,2015,USA,28,Female,6
89987,2015,USA,69,Female,3
89988,2015,USA,16,Female,6
89989,2015,USA,4,Male,4
89990,2015,USA,8,Male,4
89991,2015,USA,26,Male,6
89992,2015,USA,70,Female,4
89993,2015,USA,51,Female,5
89994,2015,USA,45,Female,6
89995,2015,USA,16,Male,6
89996,2015,USA,4,Male,5
89997,2015,USA,71,Male,3
89998,2015,USA,29,Male,7
89999,2015,USA,5,Male,6
90000,2015,USA,53,Female,3
90001,2015,USA,76,Male,2
90002,2015,USA,11,Male,7
90003,2015,USA,6,Female,7
90004,2015,USA,42,Male,5
90005,2015,USA,19,Female,7
90006,2015,USA,25,Male,2
90007,2015,USA,59,Female,1
90008,2015,USA,41,Male,4
90009,2015,USA,42,Male,4
90010,2015,USA,17,Male,2
90011,2015,USA,48,Female,3
90012,2015,USA,4,Female,6
90013,2015,USA,20,Male,3
90014,2015,USA,50,Female,4
90015,2015,USA,4,Male,7
90016,2015,USA,35,Male,4
90017,2015,USA,43,Male,3
90018,2015,USA,14,Male,5
90019,2015,USA,29,Male,5
90020,2015,USA,33,Female,2
90021,2015,USA,64,Male,2
90022,2015,USA,7,Male,7
90023,2015,USA,1,Male,3
90024,2015,USA,2,Female,5
90025,2015,USA,15,Female,3
90026,2015,USA,8,Male,4
90027,2015,USA,51,Male,2
90028,2015,USA,43,Female,5
90029,2015,USA,52,Male,3
90030,2015,USA,77,Male,1
90031,2015,USA,57,Female,2
90032,2015,USA,2,Female,4
90033,2015,USA,44,Female,4
90034,2015,USA,68,Male,1
90035,2015,USA,80,Female,1
90036,2015,USA,36,Female,5
90037,2015,USA,11,Male,5
90038,2015,USA,5.40E-79,Female,4
90039,2015,USA,12,Female,3
90040,2015,USA,11,Male,4
90041,2015,USA,11,Female,4
90042,2015,USA,2,Female,7
90043,2015,USA,3,Male,7
90044,2015,USA,5.40E-79,Female,6
90045,2015,USA,33,Male,4
90046,2015,USA,61,Male,7
90047,2015,USA,80,Female,2
90048,2015,USA,41,Female,5
90049,2015,USA,46,Male,4
90050,2015,USA,74,Male,2
90051,2015,USA,12,Male,3
90052,2015,USA,73,Female,2
90053,2015,USA,6,Female,5
90054,2015,USA,4,Female,4
90055,2015,USA,77,Female,5
90056,2015,USA,9,Male,6
90057,2015,USA,68,Male,2
90058,2015,USA,3,Female,4
90059,2015,USA,23,Male,4
90060,2015,USA,73,Male,2
90061,2015,USA,45,Female,6
90062,2015,USA,34,Female,1
90063,2015,USA,3,Female,6
90064,2015,USA,17,Female,4
90065,2015,USA,77,Female,1
90066,2015,USA,63,Female,2
90067,2015,USA,62,Female,2
90068,2015,USA,68,Female,6
90069,2015,USA,40,Female,1
90070,2015,USA,9,Female,7
90071,2015,USA,36,Male,6
90072,2015,USA,14,Male,3
90073,2015,USA,52,Female,1
90074,2015,USA,42,Female,5
90075,2015,USA,58,Female,4
90076,2015,USA,79,Female,1
90077,2015,USA,54,Male,1
90078,2015,USA,76,Male,2
90079,2015,USA,80,Male,2
90080,2015,USA,11,Female,3
90081,2015,USA,45,Female,3
90082,2015,USA,17,Male,6
90083,2015,USA,17,Female,6
90084,2015,USA,80,Female,1
90085,2015,USA,1,Male,3
90086,2015,USA,76,Female,4
90087,2015,USA,9,Male,6
90088,2015,USA,60,Male,4
90089,2015,USA,31,Male,3
90090,2015,USA,34,Male,2
90091,2015,USA,14,Male,5
90092,2015,USA,54,Female,3
90093,2015,USA,24,Female,4
90094,2015,USA,15,Male,6
90095,2015,USA,22,Male,4
90096,2015,USA,51,Male,4
90097,2015,USA,9,Male,5
90098,2015,USA,50,Male,1
90099,2015,USA,22,Male,4
90100,2015,USA,47,Male,5
90101,2015,USA,5,Female,4
90102,2015,USA,49,Male,4
90103,2015,USA,5.40E-79,Female,3
90104,2015,USA,3,Female,7
90105,2015,USA,16,Female,2
90106,2015,USA,52,Female,4
90107,2015,USA,18,Male,7
90108,2015,USA,80,Male,4
90109,2015,USA,50,Female,1
90110,2015,USA,58,Male,1
90111,2015,USA,36,Female,4
90112,2015,USA,16,Female,3
90113,2015,USA,27,Female,1
90114,2015,USA,13,Male,3
90115,2015,USA,79,Male,1
90116,2015,USA,1,Female,5
90117,2015,USA,79,Female,2
90118,2015,USA,80,Female,1
90119,2015,USA,61,Female,1
90120,2015,USA,20,Male,7
90121,2015,USA,44,Female,3
90122,2015,USA,33,Male,4
90123,2015,USA,10,Male,7
90124,2015,USA,29,Male,1
90125,2015,USA,39,Female,6
90126,2015,USA,16,Male,4
90127,2015,USA,7,Female,6
90128,2015,USA,13,Female,3
90129,2015,USA,7,Female,6
90130,2015,USA,3,Male,6
90131,2015,USA,53,Male,2
90132,2015,USA,9,Female,4
90133,2015,USA,10,Male,6
90134,2015,USA,10,Female,4
90135,2015,USA,9,Male,6
90136,2015,USA,51,Male,3
90137,2015,USA,12,Male,5
90138,2015,USA,80,Male,2
90139,2015,USA,74,Male,1
90140,2015,USA,80,Female,2
90141,2015,USA,5.40E-79,Female,3
90142,2015,USA,46,Male,6
90143,2015,USA,24,Male,5
90144,2015,USA,72,Male,1
90145,2015,USA,6,Male,5
90146,2015,USA,34,Female,7
90147,2015,USA,6,Male,6
90148,2015,USA,60,Male,4
90149,2015,USA,7,Male,5
90150,2015,USA,57,Female,2
90151,2015,USA,1,Female,7
90152,2015,USA,69,Male,1
90153,2015,USA,34,Female,6
90154,2015,USA,61,Male,2
90155,2015,USA,1,Female,6
90156,2015,USA,51,Female,2
90157,2015,USA,46,Female,1
90158,2015,USA,71,Male,1
90159,2015,USA,5,Female,6
90160,2015,USA,3,Female,5
90161,2015,USA,8,Female,3
90162,2015,USA,5.40E-79,Female,5
90163,2015,USA,58,Male,3
90164,2015,USA,59,Female,2
90165,2015,USA,24,Female,4
90166,2015,USA,1,Female,6
90167,2015,USA,39,Female,4
90168,2015,USA,49,Female,3
90169,2015,USA,12,Female,7
90170,2015,USA,1,Male,6
90171,2015,USA,67,Male,2
90172,2015,USA,67,Female,2
90173,2015,USA,5,Female,4
90174,2015,USA,41,Male,6
90175,2015,USA,67,Female,5
90176,2015,USA,5.40E-79,Female,4
90177,2015,USA,4,Male,5
90178,2015,USA,14,Female,4
90179,2015,USA,54,Female,7
90180,2015,USA,3,Male,3
90181,2015,USA,55,Female,3
90182,2015,USA,20,Male,4
90183,2015,USA,13,Female,5
90184,2015,USA,36,Female,3
90185,2015,USA,46,Female,3
90186,2015,USA,48,Female,2
90187,2015,USA,51,Female,2
90188,2015,USA,54,Female,4
90189,2015,USA,23,Female,3
90190,2015,USA,46,Female,4
90191,2015,USA,67,Female,2
90192,2015,USA,6,Female,5
90193,2015,USA,12,Male,6
90194,2015,USA,62,Female,4
90195,2015,USA,74,Female,1
90196,2015,USA,2,Female,5
90197,2015,USA,7,Male,4
90198,2015,USA,16,Female,3
90199,2015,USA,33,Male,7
90200,2015,USA,58,Male,1
90201,2015,USA,17,Female,5
90202,2015,USA,4,Female,4
90203,2015,USA,5.40E-79,Male,7
90204,2015,USA,44,Male,1
90205,2015,USA,17,Female,4
90206,2015,USA,80,Male,2
90207,2015,USA,2,Female,7
90208,2015,USA,14,Male,7
90209,2015,USA,39,Male,7
90210,2015,USA,53,Female,2
90211,2015,USA,10,Male,4
90212,2015,USA,61,Male,5
90213,2015,USA,9,Male,3
90214,2015,USA,65,Female,2
90215,2015,USA,10,Male,6
90216,2015,USA,9,Male,4
90217,2015,USA,5,Female,6
90218,2015,USA,2,Male,3
90219,2015,USA,13,Male,7
90220,2015,USA,2,Female,4
90221,2015,USA,31,Male,2
90222,2015,USA,6,Male,5
90223,2015,USA,65,Female,2
90224,2015,USA,11,Female,6
90225,2015,USA,26,Male,2
90226,2015,USA,4,Male,2
90227,2015,USA,12,Female,6
90228,2015,USA,4,Male,7
90229,2015,USA,73,Male,3
90230,2015,USA,48,Male,6
90231,2015,USA,11,Female,7
90232,2015,USA,22,Female,5
90233,2015,USA,6,Male,6
90234,2015,USA,10,Male,5
90235,2015,USA,51,Male,5
90236,2015,USA,11,Female,5
90237,2015,USA,8,Female,4
90238,2015,USA,14,Female,6
90239,2015,USA,66,Female,2
90240,2015,USA,53,Male,4
90241,2015,USA,13,Male,3
90242,2015,USA,62,Male,2
90243,2015,USA,77,Female,2
90244,2015,USA,54,Female,2
90245,2015,USA,7,Female,7
90246,2015,USA,3,Male,5
90247,2015,USA,53,Female,2
90248,2015,USA,80,Female,2
90249,2015,USA,63,Male,2
90250,2015,USA,23,Female,1
90251,2015,USA,11,Female,5
90252,2015,USA,4,Female,4
90253,2015,USA,2,Female,7
90254,2015,USA,59,Male,4
90255,2015,USA,9,Female,4
90256,2015,USA,51,Male,4
90257,2015,USA,69,Female,1
90258,2015,USA,79,Male,1
90259,2015,USA,12,Male,6
90260,2015,USA,45,Female,1
90261,2015,USA,24,Male,5
90262,2015,USA,30,Female,5
90263,2015,USA,79,Male,1
90264,2015,USA,80,Male,2
90265,2015,USA,14,Female,5
90266,2015,USA,33,Female,4
90267,2015,USA,1,Female,7
90268,2015,USA,22,Female,7
90269,2015,USA,2,Female,4
90270,2015,USA,3,Female,7
90271,2015,USA,19,Male,5
90272,2015,USA,45,Male,5
90273,2015,USA,65,Female,2
90274,2015,USA,18,Male,3
90275,2015,USA,8,Male,2
90276,2015,USA,19,Male,7
90277,2015,USA,17,Male,4
90278,2015,USA,78,Female,3
90279,2015,USA,18,Male,4
90280,2015,USA,8,Male,5
90281,2015,USA,46,Female,7
90282,2015,USA,49,Female,2
90283,2015,USA,8,Female,7
90284,2015,USA,2,Male,4
90285,2015,USA,62,Female,5
90286,2015,USA,5.40E-79,Female,6
90287,2015,USA,36,Female,6
90288,2015,USA,3,Female,4
90289,2015,USA,30,Male,2
90290,2015,USA,5.40E-79,Female,4
90291,2015,USA,4,Female,5
90292,2015,USA,24,Male,2
90293,2015,USA,48,Female,4
90294,2015,USA,80,Female,1
90295,2015,USA,48,Female,5
90296,2015,USA,7,Male,4
90297,2015,USA,21,Female,7
90298,2015,USA,48,Female,3
90299,2015,USA,54,Male,2
90300,2015,USA,16,Female,7
90301,2015,USA,65,Female,2
90302,2015,USA,4,Female,4
90303,2015,USA,56,Male,1
90304,2015,USA,66,Male,3
90305,2015,USA,40,Male,4
90306,2015,USA,1,Male,4
90307,2015,USA,42,Female,2
90308,2015,USA,61,Female,2
90309,2015,USA,9,Female,6
90310,2015,USA,7,Female,6
90311,2015,USA,25,Male,1
90312,2015,USA,2,Female,6
90313,2015,USA,9,Male,5
90314,2015,USA,15,Female,3
90315,2015,USA,80,Male,2
90316,2015,USA,13,Male,3
90317,2015,USA,13,Male,7
90318,2015,USA,72,Male,2
90319,2015,USA,18,Female,4
90320,2015,USA,75,Female,1
90321,2015,USA,44,Female,3
90322,2015,USA,26,Male,4
90323,2015,USA,45,Female,2
90324,2015,USA,25,Male,5
90325,2015,USA,67,Female,2
90326,2015,USA,60,Female,4
90327,2015,USA,19,Female,6
90328,2015,USA,35,Female,7
90329,2015,USA,68,Female,2
90330,2015,USA,54,Male,3
90331,2015,USA,4,Male,4
90332,2015,USA,80,Male,2
90333,2015,USA,3,Female,4
90334,2015,USA,6,Male,5
90335,2015,USA,52,Female,3
90336,2015,USA,8,Male,5
90337,2015,USA,61,Female,4
90338,2015,USA,80,Female,2
90339,2015,USA,7,Male,5
90340,2015,USA,73,Female,2
90341,2015,USA,70,Male,2
90342,2015,USA,4,Male,4
90343,2015,USA,5.40E-79,Male,4
90344,2015,USA,18,Female,6
90345,2015,USA,2,Male,4
90346,2015,USA,69,Female,3
90347,2015,USA,65,Female,1
90348,2015,USA,2,Female,5
90349,2015,USA,16,Female,6
90350,2015,USA,24,Male,5
90351,2015,USA,18,Male,3
90352,2015,USA,31,Male,4
90353,2015,USA,50,Male,3
90354,2015,USA,43,Female,6
90355,2015,USA,68,Male,2
90356,2015,USA,33,Female,3
90357,2015,USA,56,Male,3
90358,2015,USA,6,Female,4
90359,2015,USA,80,Male,1
90360,2015,USA,7,Male,4
90361,2015,USA,22,Female,2
90362,2015,USA,67,Female,2
90363,2015,USA,80,Female,1
90364,2015,USA,9,Male,3
90365,2015,USA,10,Female,5
90366,2015,USA,28,Female,7
90367,2015,USA,61,Male,2
90368,2015,USA,9,Female,3
90369,2015,USA,40,Female,4
90370,2015,USA,51,Male,3
90371,2015,USA,16,Male,6
90372,2015,USA,9,Female,3
90373,2015,USA,8,Female,5
90374,2015,USA,8,Male,6
90375,2015,USA,59,Female,3
90376,2015,USA,2,Female,4
90377,2015,USA,23,Female,7
90378,2015,USA,19,Male,7
90379,2015,USA,14,Male,5
90380,2015,USA,22,Male,2
90381,2015,USA,80,Male,2
90382,2015,USA,11,Female,6
90383,2015,USA,8,Male,4
90384,2015,USA,47,Female,3
90385,2015,USA,5.40E-79,Male,4
90386,2015,USA,71,Male,6
90387,2015,USA,7,Female,4
90388,2015,USA,6,Male,4
90389,2015,USA,5.40E-79,Male,6
90390,2015,USA,5,Male,3
90391,2015,USA,42,Male,4
90392,2015,USA,2,Female,2
90393,2015,USA,33,Male,7
90394,2015,USA,36,Male,5
90395,2015,USA,11,Female,3
90396,2015,USA,48,Male,4
90397,2015,USA,60,Female,1
90398,2015,USA,23,Female,2
90399,2015,USA,62,Female,4
90400,2015,USA,13,Male,3
90401,2015,USA,7,Male,5
90402,2015,USA,3,Female,6
90403,2015,USA,23,Female,3
90404,2015,USA,58,Male,2
90405,2015,USA,1,Male,6
90406,2015,USA,29,Female,3
90407,2015,USA,15,Male,5
90408,2015,USA,3,Male,7
90409,2015,USA,55,Female,2
90410,2015,USA,37,Male,4
90411,2015,USA,4,Male,4
90412,2015,USA,57,Male,5
90413,2015,USA,79,Female,2
90414,2015,USA,17,Male,3
90415,2015,USA,12,Male,3
90416,2015,USA,51,Female,5
90417,2015,USA,76,Female,1
90418,2015,USA,60,Female,7
90419,2015,USA,80,Male,3
90420,2015,USA,5.40E-79,Female,3
90421,2015,USA,71,Female,7
90422,2015,USA,42,Female,3
90423,2015,USA,13,Female,7
90424,2015,USA,73,Female,1
90425,2015,USA,42,Male,3
90426,2015,USA,35,Female,5
90427,2015,USA,5.40E-79,Male,4
90428,2015,USA,3,Female,5
90429,2015,USA,35,Male,4
90430,2015,USA,33,Female,3
90431,2015,USA,35,Female,5
90432,2015,USA,70,Male,2
90433,2015,USA,18,Female,4
90434,2015,USA,12,Female,4
90435,2015,USA,8,Male,3
90436,2015,USA,59,Male,2
90437,2015,USA,5,Female,4
90438,2015,USA,54,Male,1
90439,2015,USA,31,Male,6
90440,2015,USA,5.40E-79,Male,3
90441,2015,USA,80,Female,1
90442,2015,USA,16,Male,7
90443,2015,USA,3,Male,5
90444,2015,USA,62,Female,1
90445,2015,USA,65,Female,2
90446,2015,USA,5,Female,3
90447,2015,USA,43,Female,5
90448,2015,USA,1,Female,3
90449,2015,USA,64,Male,2
90450,2015,USA,12,Female,3
90451,2015,USA,7,Male,4
90452,2015,USA,64,Male,2
90453,2015,USA,12,Female,2
90454,2015,USA,20,Female,4
90455,2015,USA,57,Male,2
90456,2015,USA,76,Female,1
90457,2015,USA,13,Female,7
90458,2015,USA,19,Female,3
90459,2015,USA,17,Male,6
90460,2015,USA,17,Male,4
90461,2015,USA,37,Female,5
90462,2015,USA,6,Female,6
90463,2015,USA,44,Female,3
90464,2015,USA,41,Male,7
90465,2015,USA,36,Male,7
90466,2015,USA,22,Male,2
90467,2015,USA,72,Female,1
90468,2015,USA,5.40E-79,Female,5
90469,2015,USA,5,Male,4
90470,2015,USA,44,Female,6
90471,2015,USA,12,Male,5
90472,2015,USA,11,Female,5
90473,2015,USA,44,Male,3
90474,2015,USA,6,Female,4
90475,2015,USA,1,Male,5
90476,2015,USA,11,Male,5
90477,2015,USA,72,Male,2
90478,2015,USA,4,Male,4
90479,2015,USA,5,Female,4
90480,2015,USA,58,Male,3
90481,2015,USA,61,Male,1
90482,2015,USA,63,Female,2
90483,2015,USA,15,Female,7
90484,2015,USA,75,Male,5
90485,2015,USA,16,Female,7
90486,2015,USA,80,Male,4
90487,2015,USA,17,Male,6
90488,2015,USA,5,Male,6
90489,2015,USA,2,Male,4
90490,2015,USA,55,Female,6
90491,2015,USA,7,Male,5
90492,2015,USA,14,Male,3
90493,2015,USA,46,Male,4
90494,2015,USA,37,Female,6
90495,2015,USA,78,Female,5
90496,2015,USA,6,Male,7
90497,2015,USA,20,Female,3
90498,2015,USA,42,Male,3
90499,2015,USA,10,Male,4
90500,2015,USA,72,Female,7
90501,2015,USA,21,Female,3
90502,2015,USA,27,Female,4
90503,2015,USA,17,Male,3
90504,2015,USA,18,Female,2
90505,2015,USA,7,Male,5
90506,2015,USA,64,Male,3
90507,2015,USA,77,Female,2
90508,2015,USA,4,Female,3
90509,2015,USA,9,Female,4
90510,2015,USA,47,Male,7
90511,2015,USA,60,Male,2
90512,2015,USA,1,Male,5
90513,2015,USA,4,Female,4
90514,2015,USA,65,Female,2
90515,2015,USA,27,Female,2
90516,2015,USA,28,Female,4
90517,2015,USA,77,Female,1
90518,2015,USA,80,Female,1
90519,2015,USA,40,Male,4
90520,2015,USA,6,Female,5
90521,2015,USA,48,Male,2
90522,2015,USA,40,Male,4
90523,2015,USA,69,Male,2
90524,2015,USA,5,Female,5
90525,2015,USA,60,Female,2
90526,2015,USA,80,Male,2
90527,2015,USA,38,Female,4
90528,2015,USA,40,Female,5
90529,2015,USA,10,Female,5
90530,2015,USA,36,Male,6
90531,2015,USA,24,Female,7
90532,2015,USA,27,Female,6
90533,2015,USA,34,Female,4
90534,2015,USA,60,Male,3
90535,2015,USA,78,Female,5
90536,2015,USA,11,Male,6
90537,2015,USA,9,Female,5
90538,2015,USA,53,Female,3
90539,2015,USA,29,Male,3
90540,2015,USA,24,Female,5
90541,2015,USA,7,Female,6
90542,2015,USA,47,Female,2
90543,2015,USA,5.40E-79,Female,4
90544,2015,USA,28,Female,6
90545,2015,USA,80,Male,2
90546,2015,USA,1,Male,4
90547,2015,USA,28,Female,6
90548,2015,USA,7,Male,3
90549,2015,USA,34,Male,2
90550,2015,USA,27,Male,1
90551,2015,USA,40,Female,4
90552,2015,USA,5,Male,4
90553,2015,USA,10,Male,4
90554,2015,USA,14,Male,4
90555,2015,USA,36,Male,5
90556,2015,USA,18,Female,4
90557,2015,USA,30,Female,3
90558,2015,USA,5,Female,5
90559,2015,USA,28,Male,5
90560,2015,USA,20,Male,4
90561,2015,USA,13,Male,6
90562,2015,USA,5.40E-79,Female,6
90563,2015,USA,80,Female,3
90564,2015,USA,8,Male,6
90565,2015,USA,67,Female,1
90566,2015,USA,19,Male,4
90567,2015,USA,5,Female,4
90568,2015,USA,10,Male,6
90569,2015,USA,36,Female,7
90570,2015,USA,13,Male,4
90571,2015,USA,58,Female,3
90572,2015,USA,39,Male,5
90573,2015,USA,34,Female,5
90574,2015,USA,5.40E-79,Male,6
90575,2015,USA,1,Female,6
90576,2015,USA,34,Female,4
90577,2015,USA,75,Female,5
90578,2015,USA,4,Female,5
90579,2015,USA,11,Male,7
90580,2015,USA,8,Male,4
90581,2015,USA,44,Male,4
90582,2015,USA,50,Female,3
90583,2015,USA,41,Male,6
90584,2015,USA,7,Female,5
90585,2015,USA,47,Male,5
90586,2015,USA,24,Female,4
90587,2015,USA,8,Male,6
90588,2015,USA,35,Female,6
90589,2015,USA,9,Male,5
90590,2015,USA,61,Female,3
90591,2015,USA,20,Male,3
90592,2015,USA,16,Female,5
90593,2015,USA,49,Female,2
90594,2015,USA,63,Male,1
90595,2015,USA,2,Female,5
90596,2015,USA,13,Female,7
90597,2015,USA,59,Male,1
90598,2015,USA,61,Female,3
90599,2015,USA,40,Female,3
90600,2015,USA,6,Female,6
90601,2015,USA,2,Male,7
90602,2015,USA,80,Female,1
90603,2015,USA,32,Female,7
90604,2015,USA,14,Female,7
90605,2015,USA,39,Female,5
90606,2015,USA,19,Female,2
90607,2015,USA,44,Male,4
90608,2015,USA,27,Female,2
90609,2015,USA,49,Female,4
90610,2015,USA,43,Female,3
90611,2015,USA,6,Male,4
90612,2015,USA,50,Male,7
90613,2015,USA,57,Male,4
90614,2015,USA,23,Female,3
90615,2015,USA,7,Male,6
90616,2015,USA,10,Female,4
90617,2015,USA,65,Female,1
90618,2015,USA,34,Female,3
90619,2015,USA,8,Female,5
90620,2015,USA,4,Female,6
90621,2015,USA,34,Female,2
90622,2015,USA,15,Female,2
90623,2015,USA,21,Female,6
90624,2015,USA,18,Female,2
90625,2015,USA,31,Male,4
90626,2015,USA,51,Female,4
90627,2015,USA,44,Female,6
90628,2015,USA,3,Female,5
90629,2015,USA,16,Female,7
90630,2015,USA,52,Male,2
90631,2015,USA,28,Male,5
90632,2015,USA,80,Male,3
90633,2015,USA,42,Female,7
90634,2015,USA,34,Male,5
90635,2015,USA,41,Male,2
90636,2015,USA,7,Female,3
90637,2015,USA,1,Female,5
90638,2015,USA,51,Male,4
90639,2015,USA,5.40E-79,Female,5
90640,2015,USA,41,Female,4
90641,2015,USA,16,Male,4
90642,2015,USA,42,Female,4
90643,2015,USA,5,Male,6
90644,2015,USA,18,Male,5
90645,2015,USA,57,Male,1
90646,2015,USA,39,Male,7
90647,2015,USA,1,Female,4
90648,2015,USA,2,Female,4
90649,2015,USA,43,Male,3
90650,2015,USA,59,Male,1
90651,2015,USA,44,Female,4
90652,2015,USA,70,Female,1
90653,2015,USA,56,Female,2
90654,2015,USA,41,Male,3
90655,2015,USA,72,Female,1
90656,2015,USA,34,Male,3
90657,2015,USA,11,Female,4
90658,2015,USA,43,Female,6
90659,2015,USA,36,Female,5
90660,2015,USA,10,Female,4
90661,2015,USA,58,Male,1
90662,2015,USA,11,Female,6
90663,2015,USA,68,Female,2
90664,2015,USA,18,Female,5
90665,2015,USA,66,Male,2
90666,2015,USA,68,Male,3
90667,2015,USA,12,Female,4
90668,2015,USA,18,Female,4
90669,2015,USA,27,Male,3
90670,2015,USA,34,Female,3
90671,2015,USA,73,Female,6
90672,2015,USA,24,Male,6
90673,2015,USA,53,Male,1
90674,2015,USA,68,Female,1
90675,2015,USA,80,Male,1
90676,2015,USA,63,Female,1
90677,2015,USA,55,Female,3
90678,2015,USA,80,Male,2
90679,2015,USA,62,Female,7
90680,2015,USA,55,Male,4
90681,2015,USA,7,Female,5
90682,2015,USA,3,Male,4
90683,2015,USA,30,Male,1
90684,2015,USA,14,Male,6
90685,2015,USA,1,Female,3
90686,2015,USA,13,Female,4
90687,2015,USA,55,Male,7
90688,2015,USA,59,Male,2
90689,2015,USA,72,Male,2
90690,2015,USA,80,Female,1
90691,2015,USA,61,Female,2
90692,2015,USA,30,Female,4
90693,2015,USA,13,Female,3
90694,2015,USA,61,Male,1
90695,2015,USA,9,Female,7
90696,2015,USA,44,Male,4
90697,2015,USA,7,Male,5
90698,2015,USA,61,Male,3
90699,2015,USA,7,Male,5
90700,2015,USA,40,Female,3
90701,2015,USA,57,Female,1
90702,2015,USA,49,Male,4
90703,2015,USA,35,Female,7
90704,2015,USA,2,Female,5
90705,2015,USA,4,Female,4
90706,2015,USA,6,Male,7
90707,2015,USA,50,Male,2
90708,2015,USA,15,Male,5
90709,2015,USA,4,Male,4
90710,2015,USA,23,Female,3
90711,2015,USA,80,Male,2
90712,2015,USA,16,Female,6
90713,2015,USA,30,Male,1
90714,2015,USA,14,Male,3
90715,2015,USA,20,Male,3
90716,2015,USA,7,Male,3
90717,2015,USA,15,Male,3
90718,2015,USA,31,Female,3
90719,2015,USA,74,Female,2
90720,2015,USA,44,Female,3
90721,2015,USA,43,Female,5
90722,2015,USA,31,Male,3
