t,m,i,F 00-03,F 04-08,F 09-13,F 14-18,F 19-30,F 31-50,F 51+,M 00-03,M 04-08,M 09-13,M 14-18,M 19-30,M 31-50,M 51+,log HSize
2012-13,Central,60197/08,,1,1,1,,1,,1,,,,,1,,1.791759469
2012-13,Central,60197/09,,,,,,1,,,,,,1,,,0.6931471806
2012-13,Central,60197/10,,,,,,,,,,1,1,1,,1,1.386294361
2012-13,Central,60197/11,,,,,2,1,,,,1,1,,1,,1.791759469
2012-13,Central,60197/12,,,,1,2,,,,1,1,,,,,1.609437912
2012-13,Central,60197/13,,,,1,1,,1,,,,,,,1,1.386294361
2012-13,Central,60197/14,,,,1,,1,,,,,,1,,,1.098612289
2012-13,Central,60197/15,1,,,,1,,,,,,,,1,,1.098612289
2012-13,Central,60198/01,,,,,,,,,,,,1,,,
2012-13,Central,60198/02,,1,1,,,1,,,,2,,,,1,1.791759469
2012-13,Central,60198/03,,,,,,,,,,,,,1,,
2012-13,Central,60198/04,,2,3,2,2,,2,,1,1,2,1,,1,2.833213344
2012-13,Central,60198/05,,,,,,,1,,,,,,,1,0.6931471806
2012-13,Central,60198/06,,1,,1,,1,,,,,,,,,1.098612289
2012-13,Central,60198/07,,1,,,1,,,1,,,,,1,,1.386294361
2012-13,Central,60198/08,,,,,,,,,,,,1,,,
2012-13,Central,60198/09,,,,,,,,,,,,,1,,
2012-13,Central,60198/10,,,,,1,,,,,,,,,,
2012-13,Central,60198/11,,,,,,,1,,,,,,,,
2012-13,Central,60198/12,1,,,,1,,,,,,,,1,,1.098612289
2012-13,Central,60198/13,1,1,,2,,1,,,1,2,,,,1,2.197224577
2012-13,Central,60198/14,,,,,,1,,,,,1,,,,0.6931471806
2012-13,Central,60198/15,,1,,1,,1,,,,,,,,,1.098612289
2012-13,Central,60199/01,,1,,1,1,,,,,1,,,,,1.386294361
2012-13,Central,60199/02,,1,,,1,,,,,,,1,,,1.098612289
2012-13,Central,60199/03,,1,1,,1,,,1,,,,1,,,1.609437912
2012-13,Central,60199/04,,,1,,,1,,,,,,,1,,1.098612289
2012-13,Central,60199/05,,,,,1,,,1,1,,,,,,1.098612289
2012-13,Central,60199/06,,,,,,,,,,,,,,1,
2012-13,Central,60199/07,1,,,,1,,,1,,,,,1,,1.386294361
2012-13,Central,60199/08,,,,,,,1,,,,,,,,
2012-13,Central,60199/09,1,,,,1,,1,,,,,,,,1.098612289
2012-13,Central,60199/10,1,1,1,,,1,,,,2,,,,,1.791759469
2012-13,Central,60199/11,,,,,,,1,,,,,,,,
2012-13,Central,60199/12,,,,1,,,1,,,,,,,,0.6931471806
2012-13,Central,60199/13,1,,,1,,,,,,,,,,,0.6931471806
2012-13,Central,60199/14,,,1,,,1,,,,,2,,,,1.386294361
2012-13,Central,60199/15,,,,,1,,,,,,,,,1,0.6931471806
2012-13,Central,60200/01,,,,2,1,1,,,,1,,,,,1.609437912
2012-13,Central,60200/02,,,,,1,,,,,,,,1,,0.6931471806
2012-13,Central,60200/03,,,,,1,,,1,,,,1,,,1.098612289
2012-13,Central,60200/04,1,1,,,1,,,,,,,,1,,1.386294361
2012-13,Central,60200/05,,,1,1,,1,,1,,,,,,,1.386294361
2012-13,Central,60200/07,,,,,,,,,,,,,,1,
2012-13,Central,60200/09,,,,,,,1,,,,,,,,
2012-13,Central,60200/10,,,,,,,1,,,,,1,,,0.6931471806
2012-13,Central,60200/11,,,1,,,,1,,,,2,1,,,1.609437912
2012-13,Central,60200/12,,,,,,,1,,,,,,,,
2012-13,Central,60200/13,,,,,1,,1,,1,,,,1,,1.386294361
2012-13,Central,60200/14,,,,,,,1,,,,,,,,
2012-13,Central,60200/15,,,,,,,1,,,,,,,,
2012-13,Central,60201/01,,1,1,,1,1,,,,,,,,1,1.609437912
2012-13,Central,60201/02,1,1,1,,1,,1,,2,,,1,,1,2.197224577
2012-13,Central,60201/03,,,,,,,1,,,,,,,1,0.6931471806
2012-13,Central,60201/04,,,1,,,1,,,,1,,1,,1,1.609437912
2012-13,Central,60201/05,,,,1,,1,,,,,,1,,,1.098612289
2012-13,Central,60201/06,,,,,,1,,1,,,,,,1,1.098612289
2012-13,Central,60201/07,,1,3,,,1,,,3,,2,,1,,2.397895273
2012-13,Central,60201/08,,,,,,,,,,,,,1,,
2012-13,Central,60201/09,,,,,,1,,1,1,1,,,,1,1.609437912
2012-13,Central,60201/10,,,,,,,1,,,,,,,,
2012-13,Central,60201/11,,,,,,1,,,1,1,,,,1,1.386294361
2012-13,Central,60201/12,,,,1,,1,,,1,1,,1,1,,1.791759469
2012-13,Central,60201/13,,,,,1,,,1,1,,,1,,,1.386294361
2012-13,Central,60201/14,1,,,,,1,,1,,,,,1,,1.386294361
2012-13,Central,60201/15,1,,,,1,,,,1,,,,1,,1.386294361
2012-13,Central,60202/01,,,,,,,,,,,,,1,,
2012-13,Central,60202/02,,,,1,1,1,,,,1,2,,,1,1.945910149
2012-13,Central,60202/03,,,,,,1,,,,,,,1,,0.6931471806
2012-13,Central,60202/04,,1,,,,,1,,1,,,,,1,1.386294361
2012-13,Central,60202/05,1,1,,,,1,,1,2,1,1,,1,,2.197224577
2012-13,Central,60202/06,,,,,,,1,,,,,,,1,0.6931471806
2012-13,Central,60202/07,1,,,,1,,,,1,,,,1,,1.386294361
2012-13,Central,60202/08,,,2,,,1,,1,,,2,,1,,1.945910149
2012-13,Central,60202/09,,,,,,,1,,,,,,,,
2012-13,Central,60202/10,,1,,,2,,1,,,1,,2,,1,2.079441542
2012-13,Central,60202/11,,,,,,,1,,,,,,,1,0.6931471806
2012-13,Central,60202/12,,,,,,1,,,,1,1,1,,,1.386294361
2012-13,Central,60202/13,,1,,,1,,,1,1,,,,1,,1.609437912
2012-13,Central,60202/14,,,,,,,,,,,,,,1,
2012-13,Central,60203/01,,,,,,1,,,1,1,,,1,,1.386294361
2012-13,Central,60203/02,,,1,,,1,,1,1,,,,1,,1.609437912
2012-13,Central,60203/04,,,,,1,,,1,1,,,1,,,1.386294361
2012-13,Central,60203/05,,,,,,,,,,,,,,1,
2012-13,Central,60203/06,,,,,,1,,,,1,,,,,0.6931471806
2012-13,Central,60203/07,,1,,1,,1,,,,1,1,,1,,1.791759469
2012-13,Central,60203/08,,,,,,,1,,,,,,,,
2012-13,Central,60203/09,1,,,,1,,,,1,,,,1,,1.386294361
2012-13,Central,60203/10,,,1,1,,1,,1,1,,1,1,,1,2.079441542
2012-13,Central,60203/11,,,,,1,,1,1,,,,,,,1.098612289
2012-13,Central,60203/12,,,1,,,1,,,,,1,,1,,1.386294361
2012-13,Central,60203/13,,,,,,,,,,,,,,1,
2012-13,Central,60203/14,,,,1,,1,,,,,,2,,1,1.609437912
2012-13,Central,60203/15,,,,1,,1,,,,,,1,,,1.098612289
2012-13,Central,60204/01,,,,,,,1,,1,1,,,,,1.098612289
2012-13,Central,60204/02,,,,,,1,,,1,,,,,1,1.098612289
2012-13,Central,60204/03,,,,,,,,,,,,,1,,
2012-13,Central,60204/04,,,,1,,,1,,,1,,,,,1.098612289
2012-13,Central,60204/06,,,,,,1,,,1,1,,,,,1.098612289
2012-13,Central,60204/07,,,,,,,,,,,,,,1,
2012-13,Central,60204/08,,,,,,1,,,,,1,,,,0.6931471806
2012-13,Central,60204/09,,,,,,,1,,,,,,,,
2012-13,Central,60204/11,,1,,,,1,,,,,1,,,,1.098612289
2012-13,Central,60204/12,,,,,,,,,,,,1,,,
2012-13,Central,60204/13,,,,1,1,,1,,,,,,,,1.098612289
2012-13,Central,60204/14,,,,,1,,1,1,,,,,,1,1.386294361
2012-13,Central,60204/15,,,,,,1,1,,,,,,,,0.6931471806
2012-13,Central,60205/01,,1,,,,1,,,,,1,,,1,1.386294361
2012-13,Central,60205/02,,,,,,,1,,,,,,,,
2012-13,Central,60205/03,,1,,,,,1,,,,,,,,0.6931471806
2012-13,Central,60205/04,,,,,,,,,,,,,1,,
2012-13,Central,60205/06,,,,,1,,,1,,,,1,,,1.098612289
2012-13,Central,60205/07,,,,,,,,,,,,1,,,
2012-13,Central,60205/08,,,,,,,,,,,,,,1,
2012-13,Central,60205/09,,,,,,1,,,,1,1,,,1,1.386294361
2012-13,Central,60205/10,,,1,,,1,,,,1,,1,,,1.386294361
2012-13,Central,60205/11,,1,1,1,,1,,,,,,,,,1.386294361
2012-13,Central,60205/12,3,,,,,1,,,1,1,,,1,,1.945910149
2012-13,Central,60205/13,,,1,,,1,,,,1,,,1,,1.386294361
2012-13,Central,60205/14,,,2,,1,1,1,,2,,,1,,1,2.197224577
2012-13,Central,60205/15,,,,,,,1,,,,,,,,
2012-13,Central,60206/01,,,1,,,,1,,1,,,3,,,1.791759469
2012-13,Central,60206/02,,,2,1,1,1,1,2,1,1,1,,,1,2.48490665
2012-13,Central,60206/03,2,,,,1,,,,,,,1,,,1.386294361
2012-13,Central,60206/04,,,,,,,,,,,1,1,,1,1.098612289
2012-13,Central,60206/05,,1,1,,,1,,,1,1,,,1,,1.791759469
2012-13,Central,60206/06,,1,,,1,,,1,,1,,,1,,1.609437912
2012-13,Central,60206/07,,,1,,1,,,,1,,1,,1,,1.609437912
2012-13,Central,60206/08,,,2,1,,1,,,1,,2,,1,,2.079441542
2012-13,Central,60206/09,1,,,,,1,,,1,,,,1,,1.386294361
2012-13,Central,60206/10,,1,,1,,1,,,,1,1,,1,,1.791759469
2012-13,Central,60206/11,,,,,,1,,,2,1,1,2,,,1.945910149
2012-13,Central,60206/12,1,2,,,,1,,1,,,,,,1,1.791759469
2012-13,Central,60206/13,,1,,1,,1,,,,,,,,1,1.386294361
2012-13,Central,60206/14,2,1,1,,1,,,,,,,1,,,1.791759469
2012-13,Central,60206/15,,,1,,1,,,3,,,,1,,,1.791759469
2012-13,Central,60207/01,,,,,,1,,,,,1,,1,,1.098612289
2012-13,Central,60207/02,,,,,,,1,,,,,2,,,1.098612289
2012-13,Central,60207/03,1,1,,,,1,,,,,,,1,,1.386294361
2012-13,Central,60207/04,1,1,1,,,1,,,1,1,,,1,,1.945910149
2012-13,Central,60207/05,,,1,,,1,,1,,1,,,,1,1.609437912
2012-13,Central,60207/06,1,2,,,1,,,,,,,,1,,1.609437912
2012-13,Central,60207/07,,,1,,,1,,1,2,1,,,1,,1.945910149
2012-13,Central,60207/08,,,1,,1,,1,1,,1,1,,,1,1.945910149
2012-13,Central,60207/10,,,1,,1,1,,,,2,2,,,1,2.079441542
2012-13,Central,60207/11,,,,,,,,,,,,,,1,
2012-13,Central,60207/12,,,,,2,1,,1,1,,,,,,1.609437912
2012-13,Central,60207/13,,1,,2,,1,,1,1,1,,,1,,2.079441542
2012-13,Central,60207/14,,,,,,,1,,1,1,1,,,,1.386294361
2012-13,Central,60208/01,,,,1,1,1,,,2,1,1,1,,1,2.197224577
2012-13,Central,60208/02,,,,,,,1,,,,,1,,1,1.098612289
2012-13,Central,60208/03,1,1,2,,,1,,,,,,,1,,1.791759469
2012-13,Central,60208/04,,,,,,,1,,,,,,,,
2012-13,Central,60208/05,,,1,1,,1,,,1,1,,,1,,1.791759469
2012-13,Central,60208/06,1,1,,,1,,,1,,,,1,,,1.609437912
2012-13,Central,60208/07,,,,,1,,,1,,,,1,,,1.098612289
2012-13,Central,60208/08,,,,,,,1,,,,,,,1,0.6931471806
2012-13,Central,60208/09,,,1,1,,1,,,1,,,,1,,1.609437912
2012-13,Central,60208/10,,,,,,1,,,1,1,2,,,,1.609437912
2012-13,Central,60208/11,1,,1,,,1,,,1,,,,1,,1.609437912
2012-13,Central,60208/12,,,,,,,1,,,,,,,,
2012-13,Central,60208/13,,,,3,,1,,,,1,,,1,,1.791759469
2012-13,Central,60208/14,,,,,1,,,,,,,1,,,0.6931471806
2012-13,Central,60208/15,1,,,1,,,,,,,,1,,,1.098612289
2012-13,Central,60209/01,,,,,,1,,,1,2,2,1,,1,2.079441542
2012-13,Central,60209/02,,,,1,,1,,,,1,,,,,1.098612289
2012-13,Central,60209/03,,,1,,,1,,,,,1,1,,,1.386294361
2012-13,Central,60209/04,,,,,,,1,,,,,2,,1,1.386294361
2012-13,Central,60209/05,,,,,,,1,,,,,,,,
2012-13,Central,60209/07,,,,,1,,,1,2,,,,1,,1.609437912
2012-13,Central,60209/08,,,,,,1,,1,1,1,,,1,,1.609437912
2012-13,Central,60209/09,,,,,1,1,,,,,,2,,1,1.609437912
2012-13,Central,60209/10,,,,,1,,,,,1,,,,,0.6931471806
2012-13,Central,60209/11,1,,,1,1,,,,2,,1,,1,,1.945910149
2012-13,Central,60209/12,,1,1,1,,1,,1,1,2,,,1,,2.197224577
2012-13,Central,60209/13,,,,,1,,,1,,,,,1,,1.098612289
2012-13,Central,60209/14,,,1,,,,1,,1,1,,,,1,1.609437912
2012-13,Central,60209/15,,,1,,1,,,1,,,,,1,,1.386294361
2012-13,Central,60210/01,1,1,,,1,,,,1,,,,1,,1.609437912
2012-13,Central,60210/02,,,,,,,1,,,,,,,1,0.6931471806
2012-13,Central,60210/03,1,,,2,,1,,,1,,,,,,1.609437912
2012-13,Central,60210/04,1,,,,,1,,1,,,,,1,,1.386294361
2012-13,Central,60210/05,,,,,,,1,,1,,,,,,0.6931471806
2012-13,Central,60210/06,,,,,,,1,,,,,,,,
2012-13,Central,60210/07,,,,,,,1,,,1,,,,1,1.098612289
2012-13,Central,60210/08,1,1,1,,1,,,,,,,,1,,1.609437912
2012-13,Central,60210/09,1,1,,,1,,,1,,,,,1,,1.609437912
2012-13,Central,60210/10,,,1,,,1,,,1,1,,,,,1.386294361
2012-13,Central,60210/11,1,,,,1,,,1,1,1,,,1,,1.791759469
2012-13,Central,60210/12,,,1,,2,1,,,,,,,,,1.386294361
2012-13,Central,60210/13,,,1,,,1,,,1,1,,,1,,1.609437912
2012-13,Central,60210/14,,,,,,,1,,,,,,,,
2012-13,Central,60210/15,,,,,,,1,,,,,,,1,0.6931471806
2012-13,Central,60211/01,,,,,,,1,,,,,,,,
2012-13,Central,60211/02,,,,,,1,,,,,,2,,,1.098612289
2012-13,Central,60211/03,1,1,,,1,,,1,,,,,1,,1.609437912
2012-13,Central,60211/04,1,1,,,2,1,,,,1,1,,,,1.945910149
2012-13,Central,60211/05,,,,,,,1,,,,,,,,
2012-13,Central,60211/06,,2,1,,,,,,,,,,1,,1.386294361
2012-13,Central,60211/07,,,2,,,1,,,,1,,,,1,1.609437912
2012-13,Central,60211/08,1,,2,,,1,,,2,,,,1,,1.945910149
2012-13,Central,60211/09,,1,,,1,1,,,1,2,2,1,,,2.197224577
2012-13,Central,60211/10,1,,,,1,,,,,,,,,,0.6931471806
2012-13,Central,60211/11,,,1,,,1,,,,,1,,,,1.098612289
2012-13,Central,60211/13,,,,,1,1,,,1,,2,,,1,1.791759469
2012-13,Central,60211/15,1,,,,1,,,,,,,,,,0.6931471806
2012-13,Central,60212/01,,,,,,1,,,,,,,,,
2012-13,Central,60212/02,,,1,,,1,,,,1,,,,1,1.386294361
2012-13,Central,60212/03,,,,,,,1,,,,3,1,,1,1.791759469
2012-13,Central,60212/04,,,,1,,,2,,1,,,,,,1.386294361
2012-13,Central,60212/05,,1,1,,,1,,,,,1,,1,,1.609437912
2012-13,Central,60212/06,,2,1,,,1,,1,,,,,1,,1.791759469
2012-13,Central,60212/07,,,1,2,,1,,,,1,,,,,1.609437912
2012-13,Central,60212/08,,1,,,,,1,,,1,1,,,,1.386294361
2012-13,Central,60212/09,,,,,,,,,,,,,1,,
2012-13,Central,60212/10,,,,,,1,,1,,2,,,,,1.386294361
2012-13,Central,60212/11,1,,1,,,1,,,,,,,,,1.098612289
2012-13,Central,60212/12,,,,,,,1,,,,1,,,,0.6931471806
2012-13,Central,60212/13,,,,,1,,,,,,,1,,,0.6931471806
2012-13,Central,60212/14,,,,1,1,,1,,,,,1,,,1.386294361
2012-13,Central,60212/15,,1,1,,,1,,1,1,,,,1,,1.791759469
2012-13,Central,60213/01,1,1,1,,,2,,,1,1,3,1,1,,2.48490665
2012-13,Central,60213/03,,,,,,1,,1,1,2,1,,1,,1.945910149
2012-13,Central,60213/04,,,,,,1,,,,,1,,1,,1.098612289
2012-13,Central,60213/05,,2,1,,,1,,1,,1,2,,1,,2.197224577
2012-13,Central,60213/06,,,1,1,,,1,,,,,,,1,1.386294361
2012-13,Central,60213/07,,,,,,,1,,,,,,,1,0.6931471806
2012-13,Central,60213/08,,,,,,,1,,,,,,,1,0.6931471806
2012-13,Central,60213/09,,,,,1,,,1,1,,,,,,1.098612289
2012-13,Central,60213/10,,,1,,,1,,,,,,2,,,1.386294361
2012-13,Central,60213/11,,,,1,,1,,,,2,,,,1,1.609437912
2012-13,Central,60213/12,,1,,,,1,,1,1,2,,,1,,1.945910149
2012-13,Central,60213/13,,,,,,,1,,,,1,,,1,1.098612289
2012-13,Central,60213/15,2,2,1,,,1,,,,,1,,1,,2.079441542
2012-13,Central,60214/01,1,,,1,1,,1,1,1,,,,,1,1.945910149
2012-13,Central,60214/02,1,,,,,1,,,1,,,,1,,1.386294361
2012-13,Central,60214/03,,1,1,1,,1,,,2,,,,,,1.791759469
2012-13,Central,60214/04,1,1,2,,1,1,,,,,,1,1,,2.079441542
2012-13,Central,60214/05,2,1,,,1,,,1,,,,1,,,1.791759469
2012-13,Central,60214/06,1,1,1,,,1,,,1,,,,,1,1.791759469
2012-13,Central,60214/07,,,1,,,1,,1,2,,2,,1,,2.079441542
2012-13,Central,60214/08,,,,1,,1,,1,1,2,,,1,,1.945910149
2012-13,Central,60214/09,2,,,,,1,,,1,1,1,,1,,1.945910149
2012-13,Central,60214/10,,,,,,,1,1,2,1,,,1,,1.791759469
2012-13,Central,60214/12,,,,1,,1,,,,1,,1,,,1.386294361
2012-13,Central,60214/13,,,,,,1,,,,,,1,,1,1.098612289
2012-13,Central,60214/14,1,,,,1,,,,,,,1,,,1.098612289
2012-13,Central,60214/15,,,1,,,,1,,,,,,,1,1.098612289
2012-13,Central,60215/01,,2,,,,1,,,,1,,,1,,1.609437912
2012-13,Central,60215/02,,,,,2,,1,,,,,,,,1.098612289
2012-13,Central,60215/03,,,,,,,2,,,,,1,,1,1.386294361
2012-13,Central,60215/04,,,,1,3,1,,1,1,1,1,,1,,2.302585093
2012-13,Central,60215/06,,,,2,2,1,,1,1,1,,,,,2.079441542
2012-13,Central,60215/07,1,,,,1,,,,2,,,,1,,1.609437912
2012-13,Central,60215/08,,,,,1,,1,,,,2,1,,1,1.791759469
2012-13,Central,60215/09,1,,,,,1,,1,,,,,1,,1.386294361
2012-13,Central,60215/10,,,,,,1,,,1,1,1,,1,,1.609437912
2012-13,Central,60215/11,,,1,,,1,,,1,,2,,,,1.609437912
2012-13,Central,60215/13,,,1,,1,1,1,,,,,,,,1.386294361
2012-13,Central,60215/14,,,2,,,1,,,,,,,1,,1.386294361
2012-13,Central,60215/15,,,,,1,1,,,1,,,,1,,1.386294361
2012-13,Central,60216/01,,,,,2,,1,,,,,,,,1.098612289
2012-13,Central,60216/02,,,1,1,1,1,,,1,,,,,1,1.791759469
2012-13,Central,60216/03,,,,,1,,,1,,,,1,,,1.098612289
2012-13,Central,60216/04,1,,1,1,,1,,,1,,,,,,1.609437912
2012-13,Central,60216/05,,,,,2,1,,,2,,,1,,1,1.945910149
2012-13,Central,60216/07,,1,1,,1,,1,,,,1,4,,,2.197224577
2012-13,Central,60216/08,,,,1,,1,,,,,,,1,,1.098612289
2012-13,Central,60216/10,,,1,1,1,,1,,,1,1,2,,1,2.197224577
2012-13,Central,60216/11,,,,,1,1,,,,,,,,,0.6931471806
2012-13,Central,60216/12,1,1,,,,1,,,,1,,,,1,1.609437912
2012-13,Central,60216/13,,,,2,,,1,,,,,1,,,1.386294361
2012-13,Central,60216/14,1,,,,1,,,,,,,,,,0.6931471806
2012-13,Central,60216/15,,,,,,,1,,,,,,,1,0.6931471806
2012-13,Central,60217/01,,,,,,,1,,,,,,1,,0.6931471806
2012-13,Central,60217/02,,,1,1,,,1,,,,,3,,,1.791759469
2012-13,Central,60217/03,,1,,,,1,,,,,2,,,,1.386294361
2012-13,Central,60217/04,,,,,,,,,,,,,,1,
2012-13,Central,60217/05,,,,,1,1,1,,,,,,,,1.098612289
2012-13,Central,60217/06,,,,,,,1,,,,,,,,
2012-13,Central,60217/07,,,,,,1,,,,,,,1,,0.6931471806
2012-13,Central,60217/09,,1,,,1,,,,,,,1,,,1.098612289
2012-13,Central,60217/10,1,,,,1,,,,,,,1,,,1.098612289
2012-13,Central,60217/11,1,,,,,1,,,,,,,,,0.6931471806
2012-13,Central,60217/13,,,,,1,1,,,,,,,,,0.6931471806
2012-13,Central,60217/14,,,,,,,1,,,,,,,,
2012-13,Central,60218/01,,,,,,,,,,,,1,,,
2012-13,Central,60218/02,1,1,1,,1,,,,1,,,1,,,1.791759469
2012-13,Central,60218/03,,,,,,,1,,,,,,,1,0.6931471806
2012-13,Central,60218/04,,,,,1,,,1,,,,,1,,1.098612289
2012-13,Central,60218/05,,,,,,,1,,,,,,,1,0.6931471806
2012-13,Central,60218/07,,,,,,,,,,,,1,,,
2012-13,Central,60218/08,,,,,,,1,,,,,2,,,1.098612289
2012-13,Central,60218/09,,,1,2,,1,,,,,,,,1,1.609437912
2012-13,Central,60218/10,,,,,,,1,,,,1,,,1,1.098612289
2012-13,Central,60218/11,,,,,,1,,1,1,,,,1,,1.386294361
2012-13,Central,60218/12,,,,,,1,,1,1,2,,,1,,1.791759469
2012-13,Central,60218/13,,,,2,,1,,,,,,1,1,,1.609437912
2012-13,Central,60218/14,,,,,1,1,1,,,,1,2,,1,1.945910149
2012-13,Central,60219/01,,,1,1,,,1,,,,1,,,,1.386294361
2012-13,Central,60219/02,,1,,1,,,1,,,,,,,1,1.386294361
2012-13,Central,60219/03,1,1,,,1,,,,,,,,1,,1.386294361
2012-13,Central,60219/04,1,,,,1,,,,,,,,,,0.6931471806
2012-13,Central,60219/05,,,,,,,1,,,,,,,1,0.6931471806
2012-13,Central,60219/07,,1,,1,,1,,1,1,1,,,1,,1.945910149
2012-13,Central,60219/08,,,,,,,1,,,,,,1,,0.6931471806
2012-13,Central,60219/09,,,,,,,1,,,,,,1,,0.6931471806
2012-13,Central,60219/10,,,,,,1,,,,,,,,1,0.6931471806
2012-13,Central,60219/11,,,,,,,1,,,,,,,1,0.6931471806
2012-13,Central,60219/12,1,,1,1,,,1,,,,,1,,1,1.791759469
2012-13,Central,60219/13,,,1,,,1,,1,,,1,,,1,1.609437912
2012-13,Central,60219/15,1,,,1,1,1,,,1,2,1,,1,,2.197224577
2012-13,Central,60220/01,,1,,,1,,,1,,,,,1,,1.386294361
2012-13,Central,60220/02,,,,,,1,,,,1,1,1,,1,1.609437912
2012-13,Central,60220/03,,1,,,,1,,1,1,1,2,,1,,2.079441542
2012-13,Central,60220/04,1,2,,,,1,,,,1,,,1,,1.791759469
2012-13,Central,60220/05,1,,,1,,1,,,,2,,1,,1,1.945910149
2012-13,Central,60220/06,,,1,,,,,,1,,,,1,,1.098612289
2012-13,Central,60220/07,1,1,,,1,,,,1,,,,1,,1.609437912
2012-13,Central,60220/08,,,,,,,,,,,,,,1,
2012-13,Central,60220/09,1,1,1,,,1,,,2,1,,,,1,2.079441542
2012-13,Central,60220/10,,1,,,,1,,,,1,1,,1,,1.609437912
2012-13,Central,60220/11,,,,,,,,,,,,,,1,
2012-13,Central,60220/12,3,,,,1,,,,,,,1,,,1.609437912
2012-13,Central,60220/14,,,,2,,1,,1,1,,,,,,1.609437912
2012-13,Central,60220/15,1,,,,1,,,,2,1,,1,,,1.791759469
2012-13,Central,60221/01,1,1,,,1,,,,,1,,,1,,1.609437912
2012-13,Central,60221/02,1,1,2,,,1,,,,,,,1,,1.791759469
2012-13,Central,60221/03,1,,,,1,,,1,1,,,,1,,1.609437912
2012-13,Central,60221/04,,,1,,1,1,,,,1,,2,,1,1.945910149
2012-13,Central,60221/05,,,,1,1,1,,,,,,,1,,1.386294361
2012-13,Central,60221/06,1,,,,1,,,,,,,1,,,1.098612289
2012-13,Central,60221/07,,,,,,1,,,,2,,2,,1,1.791759469
2012-13,Central,60221/08,,,1,1,1,,1,1,,,,1,,1,1.945910149
2012-13,Central,60221/09,,1,,1,1,1,,,,,,2,,1,1.945910149
2012-13,Central,60221/10,,,1,,1,1,,,,,1,,,,1.386294361
2012-13,Central,60221/11,,,,,1,,1,,,,,2,1,1,1.791759469
2012-13,Central,60221/12,,,1,1,,,1,,1,,1,,,1,1.791759469
2012-13,Central,60221/13,,1,,,1,,,,,,2,,,1,1.609437912
2012-13,Central,60221/14,2,,,,,1,,,1,,,1,,,1.609437912
2012-13,Central,60221/15,,1,,,1,1,,,,1,1,,1,,1.791759469
2012-13,Central,60222/01,,,,,,1,,2,,2,,,1,,1.791759469
2012-13,Central,60222/02,1,,,1,,,1,,1,1,1,2,,1,2.197224577
2012-13,Central,60222/03,,,,,1,,1,,,,,1,1,,1.386294361
2012-13,Central,60222/04,,,1,1,,1,1,,,2,,4,,,2.302585093
2012-13,Central,60222/05,,,1,3,1,,,,,,,1,,1,1.945910149
2012-13,Central,60222/06,1,1,,,,1,,,1,1,,,1,,1.791759469
2012-13,Central,60222/07,,1,,,1,,,1,,,,,1,,1.386294361
2012-13,Central,60222/08,,,1,,,,1,,,1,,,,,1.098612289
2012-13,Central,60222/09,,,,,,1,2,,,,,,1,,1.386294361
2012-13,Central,60222/10,,,,,1,,1,,,1,1,,,,1.386294361
2012-13,Central,60222/13,,,,,1,1,,,,,,,,,0.6931471806
2012-13,Central,60222/14,1,1,,,1,,,,1,,,1,,,1.609437912
2012-13,Central,60222/15,1,,,,1,,,,1,1,,,1,,1.609437912
2012-13,Central,60223/01,,,2,,1,1,,1,1,,,,1,,1.945910149
2012-13,Central,60223/02,,,,,,1,,,,,,,1,,0.6931471806
2012-13,Central,60223/03,,1,,,,1,,,,,,,1,,1.098612289
2012-13,Central,60223/04,,,,,1,,,,,,,,,,
2012-13,Central,60223/05,,,,1,1,1,,,,,,,,,1.098612289
2012-13,Central,60223/06,1,2,,1,,1,,,1,2,,,1,,2.197224577
2012-13,Central,60223/07,,,,,,,,,,,,1,1,,0.6931471806
2012-13,Central,60223/08,,,,,,,,,,,,,,1,
2012-13,Central,60223/09,,,1,1,,,,,,,,,,1,1.098612289
2012-13,Central,60223/10,,,,2,2,1,,,,1,,1,1,,2.079441542
2012-13,Central,60223/11,,1,2,1,4,1,,,,1,2,1,1,1,2.708050201
2012-13,Central,60223/12,,,1,,,1,,,,,2,1,,1,1.791759469
2012-13,Central,60223/13,,,1,,1,1,,,1,,,,,1,1.609437912
2012-13,Central,60223/14,,,,1,,1,1,,,,,,,,1.098612289
2012-13,Central,60223/15,,,,1,4,,1,,,3,1,2,2,1,2.708050201
2012-13,Central,60224/01,1,2,,,1,,,,,1,,,1,,1.791759469
2012-13,Central,60224/02,,,,,1,,,1,,,,1,,,1.098612289
2012-13,Central,60224/03,,,,,,1,1,,,,,,,,0.6931471806
2012-13,Central,60224/04,1,,,,1,,,,,,,1,,,1.098612289
2012-13,Central,60224/05,,,,1,,1,,,1,,,1,1,,1.609437912
2012-13,Central,60224/08,,1,,,1,,,1,1,,,,1,,1.609437912
2012-13,Central,60224/09,1,1,,,,1,,,,2,1,,1,,1.945910149
2012-13,Central,60224/10,,,,1,,,1,,,,1,,,,1.098612289
2012-13,Central,60224/11,,1,1,,,1,,1,,,2,1,1,,2.079441542
2012-13,Central,60224/12,,,,,,1,1,,,,,,1,,1.098612289
2012-13,Central,60224/13,1,1,,1,,1,,,1,1,1,,,,1.945910149
2012-13,Central,60224/14,,1,1,,1,,1,,1,,,3,1,1,2.302585093
2012-13,Central,60224/15,,,,,,,1,,,,,1,3,1,1.791759469
2012-13,Central,60225/01,,,,1,,1,,,,,,,1,,1.098612289
