t,m,j,u,Price
2016-17,Volta,Other Spirits,Other unit,4.5
2016-17,Volta,Other Spirits,Satchet,0.7666666667
2016-17,Volta,Other Spirits,Single,5
2016-17,Volta,Other Tobacco,Heap,0.2
2016-17,Volta,Other Tobacco,Other unit,1
2016-17,Volta,Other Tobacco,Rolls,0.8
2016-17,Volta,Other Tubers,Bowl,2.5
2016-17,Volta,Other Tubers,Heap,8.5
2016-17,Volta,Other Tubers,Tubers,3.513257576
2016-17,Volta,Other Vegetable,American Tin (Olonka),5.5
2016-17,Volta,Other Vegetable,Balls,1.838498623
2016-17,Volta,Other Vegetable,Bowl,5.142857143
2016-17,Volta,Other Vegetable,Bundle,0.86601069
2016-17,Volta,Other Vegetable,Fingers,0.4
2016-17,Volta,Other Vegetable,Heap,1.053819945
2016-17,Volta,Other Vegetable,Other unit,1
2016-17,Volta,Other Vegetable,Piece,1.09
2016-17,Volta,Other Vegetable,Satchet,0.6666666667
2016-17,Volta,Other Vegetable,Single,2.255982906
2016-17,Volta,Palm Nut,American Tin (Olonka),4.33625731
2016-17,Volta,Palm Nut,Balls,4
2016-17,Volta,Palm Nut,Bowl,3.206258993
2016-17,Volta,Palm Nut,Heap,1.171754415
2016-17,Volta,Palm Nut,Margarin tin,1.388888889
2016-17,Volta,Palm Nut,Piece,1
2016-17,Volta,Palm Nut,Satchet,0.6
2016-17,Volta,Palm Nut,Single,0.5
2016-17,Volta,Palm Nut,Tin,1.5
2016-17,Volta,Pawpaw,Balls,1.166666667
2016-17,Volta,Pawpaw,Heap,2
2016-17,Volta,Pawpaw,Piece,1
2016-17,Volta,Pawpaw,Single,1.112856125
2016-17,Volta,"Pepper (dried, red)",American Tin (Olonka),6.666666667
2016-17,Volta,"Pepper (dried, red)",Bowl,7.703061224
2016-17,Volta,"Pepper (dried, red)",Bunch,1
2016-17,Volta,"Pepper (dried, red)",Heap,0.9733387732
2016-17,Volta,"Pepper (dried, red)",Margarin tin,4.5
2016-17,Volta,"Pepper (dried, red)",Piece,0.9338235294
2016-17,Volta,"Pepper (dried, red)",Satchet,0.7352029128
2016-17,Volta,"Pepper (dried, red)",Single,0.8125
2016-17,Volta,"Pepper (dried, red)",Tin,1.5
2016-17,Volta,Pepper (fresh),American Tin (Olonka),9
2016-17,Volta,Pepper (fresh),Balls,0.75
2016-17,Volta,Pepper (fresh),Bowl,6.344277674
2016-17,Volta,Pepper (fresh),Bunch,0.5
2016-17,Volta,Pepper (fresh),Heap,0.9618191808
2016-17,Volta,Pepper (fresh),Margarin tin,1.281967357
2016-17,Volta,Pepper (fresh),Other unit,6.5
2016-17,Volta,Pepper (fresh),Piece,0.8243291854
2016-17,Volta,Pepper (fresh),Rolls,1.5
2016-17,Volta,Pepper (fresh),Satchet,0.6201072737
2016-17,Volta,Pepper (fresh),Single,0.6666666667
2016-17,Volta,Pepper (powder),American Tin (Olonka),5
2016-17,Volta,Pepper (powder),Balls,1.076347153
2016-17,Volta,Pepper (powder),Basket,0.5
2016-17,Volta,Pepper (powder),Beer bottle,0.5
2016-17,Volta,Pepper (powder),Bowl,5
2016-17,Volta,Pepper (powder),Bundle,0.6714285714
2016-17,Volta,Pepper (powder),Heap,0.9139792455
2016-17,Volta,Pepper (powder),Margarin tin,7.166666667
2016-17,Volta,Pepper (powder),Other unit,0.6814814815
2016-17,Volta,Pepper (powder),Piece,0.6583225784
2016-17,Volta,Pepper (powder),Pot,0.2
2016-17,Volta,Pepper (powder),Satchet,0.6581402589
2016-17,Volta,Pepper (powder),Single,0.7713453934
2016-17,Volta,Pepper (powder),Tin,2.295238095
2016-17,Volta,Pineapple,Balls,2
2016-17,Volta,Pineapple,Heap,2.75
2016-17,Volta,Pineapple,Piece,1.2
2016-17,Volta,Pineapple,Single,2.188429016
2016-17,Volta,Plantain,Bunch,5.833707682
2016-17,Volta,Plantain,Bundle,4.5
2016-17,Volta,Plantain,Fingers,0.7330662992
2016-17,Volta,Plantain,Heap,2.895368304
2016-17,Volta,Plantain,Litres,0.6666666667
2016-17,Volta,Plantain,Other unit,6.5
2016-17,Volta,Plantain,Piece,0.3333333333
2016-17,Volta,Plantain,Satchet,2
2016-17,Volta,Plantain,Single,1.315277778
2016-17,Volta,Plantain,Tubers,2.041666667
2016-17,Volta,Pork,1000 kg /metric tonnes/tonnes,10.83333333
2016-17,Volta,Pork,Bundle,4.666666667
2016-17,Volta,Pork,Heap,6.514202899
2016-17,Volta,Pork,Kilogram,10.5
2016-17,Volta,Pork,Piece,4.348717949
2016-17,Volta,Pork,Pound,9.909090909
2016-17,Volta,Pork,Satchet,4.5
2016-17,Volta,Pork,Single,32.3
2016-17,Volta,Pork (feet),Heap,5
2016-17,Volta,Pork (feet),Kilogram,15
2016-17,Volta,Pork (feet),Single,11
2016-17,Volta,Potato,American Tin (Olonka),5
2016-17,Volta,Potato,Balls,0.25
2016-17,Volta,Potato,Bowl,10
2016-17,Volta,Potato,Heap,3.288802083
2016-17,Volta,Potato,Single,0.5851190476
2016-17,Volta,Potato,Tubers,0.4791666667
2016-17,Volta,Rice (imported),Bowl,10.72222222
2016-17,Volta,Rice (imported),Kilogram,12.39176516
2016-17,Volta,Rice (imported),Margarin tin,8.504445214
2016-17,Volta,Rice (imported),Mini bag,31.75
2016-17,Volta,Rice (imported),Other unit,9
2016-17,Volta,Rice (local),American Tin (Olonka),11.49571429
2016-17,Volta,Rice (local),Bowl,8.467227976
2016-17,Volta,Rice (local),Margarin tin,4.133132844
2016-17,Volta,Salmon (smoked),1000 kg /metric tonnes/tonnes,5
2016-17,Volta,Salmon (smoked),American Tin (Olonka),5
2016-17,Volta,Salmon (smoked),Heap,6.456247693
2016-17,Volta,Salmon (smoked),Millilitre,5
2016-17,Volta,Salmon (smoked),Piece,3.196018552
2016-17,Volta,Salmon (smoked),Single,4.220124434
2016-17,Volta,Salt,American Tin (Olonka),3.842857143
2016-17,Volta,Salt,Balls,0.5724358974
2016-17,Volta,Salt,Bowl,3.58016422
2016-17,Volta,Salt,Bundle,0.6666666667
2016-17,Volta,Salt,Gram,0.004005555556
2016-17,Volta,Salt,Heap,0.7742972884
2016-17,Volta,Salt,Loaf,1.5
2016-17,Volta,Salt,Margarin tin,1.064156589
2016-17,Volta,Salt,Mini bag,50
2016-17,Volta,Salt,Other unit,1.472222222
2016-17,Volta,Salt,Packet,0.98
2016-17,Volta,Salt,Piece,0.6523765055
2016-17,Volta,Salt,Satchet,1.20794756
2016-17,Volta,Salt,Single,0.7856321839
2016-17,Volta,Salt,Tin,1
2016-17,Volta,Sausage (beef),Fingers,1
2016-17,Volta,Sausage (beef),Packet,5.0625
2016-17,Volta,Sausage (beef),Single,0.875
2016-17,Volta,Sausage (chicken),Kilogram,10
2016-17,Volta,Sausage (chicken),Packet,3.5
2016-17,Volta,Sausage (chicken),Satchet,4.5
2016-17,Volta,Sausage (pork),Packet,5
2016-17,Volta,Schnapps,Beer bottle,10.5
2016-17,Volta,Shallot,Beer bottle,0.5
2016-17,Volta,Shallot,Bunch,3.25
2016-17,Volta,Shallot,Bundle,5.333333333
2016-17,Volta,Shallot,Heap,1.038162879
2016-17,Volta,Shallot,Piece,0.2857142857
2016-17,Volta,Shallot,Satchet,0.625
2016-17,Volta,Shallot,Single,0.26
2016-17,Volta,Shea Butter,Balls,2.202380952
2016-17,Volta,Shea Butter,Heap,1.333333333
2016-17,Volta,Shea Butter,Millilitre,0.172
2016-17,Volta,Shea Butter,Piece,0.3527777778
2016-17,Volta,Shea Butter,Single,0.6944444444
2016-17,Volta,Shrimp,American Tin (Olonka),16
2016-17,Volta,Shrimp,Heap,2.317460317
2016-17,Volta,Snail,Bowl,5
2016-17,Volta,Snail,Heap,5.071428571
2016-17,Volta,Snail,Piece,1.214285714
2016-17,Volta,Snail,Single,2.191346154
2016-17,Volta,Soft Drinks,Beer bottle,4.375
2016-17,Volta,Soft Drinks,Box/Carton,17
2016-17,Volta,Soft Drinks,Crate,35.38888889
2016-17,Volta,Soft Drinks,Fanta bottle,2.043937392
2016-17,Volta,Soft Drinks,Litres,4.653357753
2016-17,Volta,Soft Drinks,Millilitre,0.3398333333
2016-17,Volta,Soft Drinks,Other unit,3.153846154
2016-17,Volta,Soft Drinks,Packet,18.5
2016-17,Volta,Soft Drinks,Piece,1.714285714
2016-17,Volta,Soft Drinks,Pound,4.75
2016-17,Volta,Soft Drinks,Satchet,1.1
2016-17,Volta,Soft Drinks,Single,2.322654164
2016-17,Volta,Soft Drinks,Tin,3.1
2016-17,Volta,Spaghetti,Gram,0.004
2016-17,Volta,Spaghetti,Packet,2.28565847
2016-17,Volta,Spaghetti,Satchet,2.25
2016-17,Volta,Spaghetti,Single,1.770139809
2016-17,Volta,Spinach,Bundle,1.207454427
2016-17,Volta,Spinach,Heap,0.7727272727
2016-17,Volta,Sugar (cubed),Box/Carton,5.944444444
2016-17,Volta,Sugar (cubed),Heap,0.35
2016-17,Volta,Sugar (cubed),Margarin tin,2.353333333
2016-17,Volta,Sugar (cubed),Packet,4.642857143
2016-17,Volta,Sugar (cubed),Piece,0.2
2016-17,Volta,Sugar (cubed),Satchet,0.5
2016-17,Volta,Sugar (cubed),Single,1.35
2016-17,Volta,Sugar (granulated),American Tin (Olonka),8.409090909
2016-17,Volta,Sugar (granulated),Balls,0.4299192001
2016-17,Volta,Sugar (granulated),Bowl,8.9923997
2016-17,Volta,Sugar (granulated),Bundle,0.5333333333
2016-17,Volta,Sugar (granulated),Fanta bottle,2
2016-17,Volta,Sugar (granulated),Heap,0.7792153504
2016-17,Volta,Sugar (granulated),Kilogram,15
2016-17,Volta,Sugar (granulated),Litres,2
2016-17,Volta,Sugar (granulated),Loaf,2
2016-17,Volta,Sugar (granulated),Margarin tin,2.233703791
2016-17,Volta,Sugar (granulated),Mini bag,20
2016-17,Volta,Sugar (granulated),Other unit,0.7253623188
2016-17,Volta,Sugar (granulated),Piece,0.4519002585
2016-17,Volta,Sugar (granulated),Satchet,0.7128727557
2016-17,Volta,Sugar (granulated),Set,1
2016-17,Volta,Sugar (granulated),Single,0.5445614035
2016-17,Volta,Sugar (granulated),Tin,2.056862745
2016-17,Volta,Sugar Bread,Loaf,1.811186363
2016-17,Volta,Sugar Bread,Piece,0.75
2016-17,Volta,Sweet Pepper,Fingers,0.625
2016-17,Volta,Sweet Pepper,Heap,1.842105263
2016-17,Volta,Sweet Pepper,Piece,0.7738095238
2016-17,Volta,Sweet Pepper,Single,0.732957958
2016-17,Volta,Sweet Potato,Heap,9.5
2016-17,Volta,Sweet Potato,Tubers,2.416666667
2016-17,Volta,Tea bag,Box/Carton,4.463636364
2016-17,Volta,Tea bag,Other unit,0.2711538462
2016-17,Volta,Tea bag,Packet,4.203703704
2016-17,Volta,Tea bag,Piece,0.753968254
2016-17,Volta,Tea bag,Single,0.4596638655
2016-17,Volta,Tilapia,Bowl,4
2016-17,Volta,Tilapia,Box/Carton,60
2016-17,Volta,Tilapia,Heap,7.994484126
2016-17,Volta,Tilapia,Kilogram,10
2016-17,Volta,Tilapia,Millilitre,8
2016-17,Volta,Tilapia,Piece,3.288095238
2016-17,Volta,Tilapia,Pound,9
2016-17,Volta,Tilapia,Single,4.451037798
2016-17,Volta,Tobacco,Bowl,7.5
2016-17,Volta,Tobacco,Bundle,1.5
2016-17,Volta,Tobacco,Piece,0.8333333333
2016-17,Volta,Tobacco,Rolls,1.012698413
2016-17,Volta,Tobacco,Single,3
2016-17,Volta,Tobacco,Tin,3
2016-17,Volta,Tomato (fresh),American Tin (Olonka),10
2016-17,Volta,Tomato (fresh),Balls,0.3460084034
2016-17,Volta,Tomato (fresh),Basket,12.58974359
2016-17,Volta,Tomato (fresh),Beer bottle,3.5
2016-17,Volta,Tomato (fresh),Bowl,4.955088571
2016-17,Volta,Tomato (fresh),Bucket,7
2016-17,Volta,Tomato (fresh),Heap,1.496897879
2016-17,Volta,Tomato (fresh),Margarin tin,0.5
2016-17,Volta,Tomato (fresh),Other unit,13
2016-17,Volta,Tomato (fresh),Piece,1.25800633
2016-17,Volta,Tomato (fresh),Satchet,10
2016-17,Volta,Tomato (fresh),Single,0.3180014699
2016-17,Volta,Tomato (paste),Basket,0.07462686567
2016-17,Volta,Tomato (paste),Blister / Strip,3
2016-17,Volta,Tomato (paste),Bowl,0.6
2016-17,Volta,Tomato (paste),Box/Carton,18.09333333
2016-17,Volta,Tomato (paste),Gram,0.01727880952
2016-17,Volta,Tomato (paste),Heap,0.9083333333
2016-17,Volta,Tomato (paste),Kilogram,8.665223665
2016-17,Volta,Tomato (paste),Millilitre,0.01142857143
2016-17,Volta,Tomato (paste),Other unit,7.65
2016-17,Volta,Tomato (paste),Packet,0.9038265306
2016-17,Volta,Tomato (paste),Piece,0.96
2016-17,Volta,Tomato (paste),Satchet,1.052815838
2016-17,Volta,Tomato (paste),Set,0.6
2016-17,Volta,Tomato (paste),Single,1.598095238
2016-17,Volta,Tomato (paste),Tin,1.82343694
2016-17,Volta,Tuna (processed),Single,5
2016-17,Volta,Tuna (processed),Tin,4.214285714
2016-17,Volta,Water,Beer bottle,0.75
2016-17,Volta,Water,Bowl,0.9888888889
2016-17,Volta,Water,Box/Carton,18.92857143
2016-17,Volta,Water,Fingers,3
2016-17,Volta,Water,Heap,1.566666667
2016-17,Volta,Water,Litres,1.24070443
2016-17,Volta,Water,Maxi bag,1.12
2016-17,Volta,Water,Millilitre,0.1280021645
2016-17,Volta,Water,Mini bag,4.7880277
2016-17,Volta,Water,Other unit,2.511010332
2016-17,Volta,Water,Packet,2.423452381
2016-17,Volta,Water,Piece,0.1361217949
2016-17,Volta,Water,Pot,0.1
2016-17,Volta,Water,Satchet,0.5217255853
2016-17,Volta,Water,Single,0.3244187138
2016-17,Volta,Water,Stick,3
2016-17,Volta,Water,Visit,0.1
2016-17,Volta,Water Yam,Heap,5.53030303
2016-17,Volta,Water Yam,Single,2.5
2016-17,Volta,Water Yam,Tubers,3.664746148
2016-17,Volta,Watermelon,Balls,5.136904762
2016-17,Volta,Watermelon,Heap,1.5
2016-17,Volta,Watermelon,Other unit,1
2016-17,Volta,Watermelon,Piece,1.864583333
2016-17,Volta,Watermelon,Single,2.718846154
2016-17,Volta,Wheat Flour,Bowl,10
2016-17,Volta,Wheat Flour,Margarin tin,2
2016-17,Volta,Wheat Flour,Mini bag,78
2016-17,Volta,Wheat Flour,Packet,6
2016-17,Volta,Wheat Flour,Tin,1.25
2016-17,Volta,Whisky,Millilitre,0.04575757576
2016-17,Volta,Whisky,Satchet,0.8888888889
2016-17,Volta,Whisky,Single,10.83333333
2016-17,Volta,Whisky,Tot (25mls),2
2016-17,Volta,White Oats,Packet,6.581081081
2016-17,Volta,White Oats,Plate (food),2.8
2016-17,Volta,White Oats,Satchet,5.75
2016-17,Volta,White Oats,Single,4.5
2016-17,Volta,Wine,Beer bottle,2.7
2016-17,Volta,Wine,Bowl,1
2016-17,Volta,Wine,Fanta bottle,0.925
2016-17,Volta,Wine,Litres,2.833333333
2016-17,Volta,Wine,Other unit,5.8375
2016-17,Volta,Wine,Satchet,1
2016-17,Volta,Wine,Single,12.875
2016-17,Volta,Yam,Basket,0.1212121212
2016-17,Volta,Yam,Heap,6.338697295
2016-17,Volta,Yam,Mini bag,100
2016-17,Volta,Yam,Piece,2.833333333
2016-17,Volta,Yam,Single,19.60350877
2016-17,Volta,Yam,Tubers,5.09153604
2016-17,Volta,Yam,Yards,3.333333333
2016-17,Volta,Yoghurt,Millilitre,1
2016-17,Volta,Yoghurt,Packet,1
2016-17,Volta,Yoghurt,Piece,1.016666667
2016-17,Volta,Yoghurt,Satchet,1.008
2016-17,Volta,Yoghurt,Single,1.02567727
2016-17,Western,Agushie Seed,Bunch,0.5
2016-17,Western,Agushie Seed,Bundle,1
2016-17,Western,Agushie Seed,Heap,1.9
2016-17,Western,Agushie Seed,Margarin tin,2.866666667
2016-17,Western,Agushie Seed,Other unit,0.5
2016-17,Western,Agushie Seed,Piece,2
2016-17,Western,Agushie Seed,Satchet,1.25
2016-17,Western,Akpeteshie,Beer bottle,6.890210084
2016-17,Western,Akpeteshie,Coil,1.5
2016-17,Western,Akpeteshie,Fanta bottle,3.777777778
2016-17,Western,Akpeteshie,Gram,0.01
2016-17,Western,Akpeteshie,Litres,8
2016-17,Western,Akpeteshie,Loaf,0.5
2016-17,Western,Akpeteshie,Mini bag,1
2016-17,Western,Akpeteshie,Other unit,0.875
2016-17,Western,Akpeteshie,Pound,10
2016-17,Western,Akpeteshie,Tot (25mls),0.7195074092
2016-17,Western,Apple,Balls,1.5
2016-17,Western,Apple,Fingers,1
2016-17,Western,Apple,Millilitre,2.5
2016-17,Western,Apple,Piece,0.8333333333
2016-17,Western,Apple,Single,1.527376665
2016-17,Western,Avocado,Heap,10
2016-17,Western,Avocado,Single,1.289478458
2016-17,Western,Banana,Bunch,4.711363636
2016-17,Western,Banana,Bundle,1
2016-17,Western,Banana,Fingers,0.3559892831
2016-17,Western,Banana,Heap,2.095384615
2016-17,Western,Banana,Other unit,2
2016-17,Western,Banana,Piece,0.1966666667
2016-17,Western,Banana,Single,0.2813196522
2016-17,Western,Beef,Bowl,16
2016-17,Western,Beef,Heap,6.761075949
2016-17,Western,Beef,Kilogram,9.866028708
2016-17,Western,Beef,Piece,2.540453297
2016-17,Western,Beef,Pound,9.155189935
2016-17,Western,Beef,Satchet,6
2016-17,Western,Beef,Single,22.42857143
2016-17,Western,Beef (corned),Piece,7.5
2016-17,Western,Beef (corned),Single,12.16666667
2016-17,Western,Beef (corned),Tin,9.8
2016-17,Western,Beef (face),Pound,10
2016-17,Western,Beef (leg),Heap,6.741100607
2016-17,Western,Beef (leg),Piece,3
2016-17,Western,Beef (leg),Pound,8.0625
2016-17,Western,Beef (leg),Single,10.22583333
2016-17,Western,Beef (offal),Bundle,5
2016-17,Western,Beef (offal),Heap,7.769230769
2016-17,Western,Beef (offal),Kilogram,7.904761905
2016-17,Western,Beef (offal),Piece,3.594957983
2016-17,Western,Beef (offal),Pound,8.5625
2016-17,Western,Beef (offal),Satchet,6
2016-17,Western,Beef (offal),Single,1.017195767
2016-17,Western,Beef (steak),Heap,3.706944444
2016-17,Western,Beef (steak),Piece,1.748914546
2016-17,Western,Beef (steak),Pound,4.989224979
2016-17,Western,Beef (steak),Single,0.7
2016-17,Western,Beer,Beer bottle,4.900510204
2016-17,Western,Beer,Crate,20
2016-17,Western,Beer,Gram,0.008
2016-17,Western,Beer,Piece,5
2016-17,Western,Beer,Single,4.807397959
2016-17,Western,Biscuit,Other unit,1
2016-17,Western,Biscuit,Packet,2.422562358
2016-17,Western,Biscuit,Piece,0.7037037037
2016-17,Western,Biscuit,Satchet,1.30953755
2016-17,Western,Biscuit,Single,1.945960596
2016-17,Western,Bitters,Beer bottle,4.666666667
2016-17,Western,Bitters,Millilitre,0.01
2016-17,Western,Bitters,Packet,9
2016-17,Western,Bitters,Satchet,0.6666666667
2016-17,Western,Bitters,Tin,1
2016-17,Western,Bitters,Tot (25mls),0.7425617284
2016-17,Western,Bread,Loaf,2.203336822
2016-17,Western,Bread,Piece,0.9722222222
2016-17,Western,Cabbage,Bowl,80
2016-17,Western,Canned Fruits,Single,8
2016-17,Western,Carrot,Bunch,0.2857142857
2016-17,Western,Carrot,Bundle,2.333333333
2016-17,Western,Carrot,Fingers,0.3083333333
2016-17,Western,Carrot,Heap,2.935227273
2016-17,Western,Carrot,Piece,0.5333333333
2016-17,Western,Carrot,Single,0.6157203246
2016-17,Western,Cashew,Single,2
2016-17,Western,Cassava (dough),American Tin (Olonka),3.875
2016-17,Western,Cassava (dough),Balls,2.667065621
2016-17,Western,Cassava (dough),Bowl,2.334490741
2016-17,Western,Cassava (dough),Heap,1.804642857
2016-17,Western,Cassava (dough),Margarin tin,2.275143678
2016-17,Western,Cassava (dough),Mini bag,70
2016-17,Western,Cassava (dried),American Tin (Olonka),5
2016-17,Western,Cassava (dried),Bowl,3
2016-17,Western,Cassava (dried),Heap,1.5
2016-17,Western,Cassava (dried),Margarin tin,13.26150794
2016-17,Western,Cassava (fresh),Basket,17.11904473
2016-17,Western,Cassava (fresh),Bowl,20.37383178
2016-17,Western,Cassava (fresh),Bucket,25
2016-17,Western,Cassava (fresh),Bunch,7
2016-17,Western,Cassava (fresh),Bundle,3.333333333
2016-17,Western,Cassava (fresh),Fingers,1.448412698
2016-17,Western,Cassava (fresh),Gram,0.009
2016-17,Western,Cassava (fresh),Heap,6.277952156
2016-17,Western,Cassava (fresh),Kilogram,0.9309262213
2016-17,Western,Cassava (fresh),Maxi bag,47.77777778
2016-17,Western,Cassava (fresh),Mini bag,16
2016-17,Western,Cassava (fresh),Other unit,9
2016-17,Western,Cassava (fresh),Packet,2
2016-17,Western,Cassava (fresh),Piece,0.4395833333
2016-17,Western,Cassava (fresh),Pound,0.2666666667
2016-17,Western,Cassava (fresh),Single,12.0680472
2016-17,Western,Cassava (fresh),Tin,5
2016-17,Western,Cassava (fresh),Tubers,2.140253137
2016-17,Western,"Cassava (white, flour)",American Tin (Olonka),9.853448276
2016-17,Western,"Cassava (white, flour)",Bowl,12.44444444
2016-17,Western,"Cassava (white, flour)",Margarin tin,3.916382605
2016-17,Western,"Cassava (yellow, flour)",American Tin (Olonka),5.958333333
2016-17,Western,"Cassava (yellow, flour)",Basket,20
2016-17,Western,"Cassava (yellow, flour)",Bowl,9.5
2016-17,Western,"Cassava (yellow, flour)",Heap,5
2016-17,Western,"Cassava (yellow, flour)",Margarin tin,5.789922481
2016-17,Western,Cerelac (Baby food),Gram,3.276666667
2016-17,Western,Cerelac (Baby food),Margarin tin,8.25
2016-17,Western,Cerelac (Baby food),Other unit,7.191483918
2016-17,Western,Cerelac (Baby food),Packet,4.990718231
2016-17,Western,Cerelac (Baby food),Satchet,3.15
2016-17,Western,Cerelac (Baby food),Tin,9.607291667
2016-17,Western,Chewing Gum,Packet,1.575
2016-17,Western,Chewing Gum,Piece,0.2
2016-17,Western,Chewing Gum,Satchet,0.9666666667
2016-17,Western,Chewing Gum,Single,0.358579766
2016-17,Western,Chicken (breast),Box/Carton,100
2016-17,Western,Chicken (breast),Bundle,4.527777778
2016-17,Western,Chicken (breast),Heap,8.394117647
2016-17,Western,Chicken (breast),Kilogram,6.177777778
2016-17,Western,Chicken (breast),Piece,3.666666667
2016-17,Western,Chicken (breast),Pound,3.5
2016-17,Western,Chicken (breast),Single,1.5
2016-17,Western,Chicken (broiler),Box/Carton,50
2016-17,Western,Chicken (broiler),Piece,7.4
2016-17,Western,Chicken (broiler),Pound,8.25
2016-17,Western,Chicken (broiler),Single,15.53333333
2016-17,Western,Chicken (frozen),Heap,4.25
2016-17,Western,Chicken (frozen),Piece,3.054444444
2016-17,Western,Chicken (frozen),Pound,7.466666667
2016-17,Western,Chicken (frozen),Single,2.077777778
2016-17,Western,Chicken (gizzard),Heap,10.66666667
2016-17,Western,Chicken (gizzard),Other unit,15
2016-17,Western,Chicken (gizzard),Pound,3
2016-17,Western,Chicken (gizzard),Satchet,12
2016-17,Western,Chicken (gizzard),Single,11
2016-17,Western,Chicken (live),Heap,15
2016-17,Western,Chicken (live),Single,31.21621622
2016-17,Western,Chicken (thigh),1000 kg /metric tonnes/tonnes,4.5
2016-17,Western,Chicken (thigh),American Tin (Olonka),9
2016-17,Western,Chicken (thigh),Box/Carton,273
2016-17,Western,Chicken (thigh),Bundle,4.854166667
2016-17,Western,Chicken (thigh),Fingers,3.25
2016-17,Western,Chicken (thigh),Gram,0.01384615385
2016-17,Western,Chicken (thigh),Heap,7.043974733
2016-17,Western,Chicken (thigh),Kilogram,8.892857143
2016-17,Western,Chicken (thigh),Millilitre,8
2016-17,Western,Chicken (thigh),Other unit,6
2016-17,Western,Chicken (thigh),Packet,100
2016-17,Western,Chicken (thigh),Piece,7.031965943
2016-17,Western,Chicken (thigh),Pound,8.914975845
2016-17,Western,Chicken (thigh),Single,7.370289291
2016-17,Western,Chicken (wing),Bundle,4
2016-17,Western,Chicken (wing),Heap,5.355855856
2016-17,Western,Chicken (wing),Kilogram,4.333333333
2016-17,Western,Chicken (wing),Piece,2.467581673
2016-17,Western,Chicken (wing),Pound,9.2125
2016-17,Western,Chicken (wing),Satchet,7
2016-17,Western,Chicken (wing),Single,1.943311704
2016-17,Western,Chocolate,Single,1.5
2016-17,Western,Cigarette,Packet,5
2016-17,Western,Cigarette,Single,0.4068627451
2016-17,Western,Cigarette,Stick,0.33
2016-17,Western,Cocoa (milk powder beverages),Box/Carton,10
