i,t,m,Energy,Protein,Fiber,Folate,Calcium,Carbohydrate,Iron,Niacin,Riboflavin,Thiamin,Vitamin A,Vitamin B-12,Vitamin B-6,Vitamin C,Zinc,Magnesium,Phosphorus,Potassium,Vitamin E,Vitamin K
1013000201,2005-06,Central,10.762196529176334,26.254254945431533,13.329402741145106,17.762918765310243,2.8106658706701744,22.328047541644832,16.59800994305697,17.78808595013196,13.654028364341045,15.017151191147747,4.981067315799385,25.94865050197356,29.526177740593536,27.473678667730404,9.16709046228819,0.0,0.0,8.495794134260847e-05,0.0,0.0
1013000209,2005-06,Central,9.667321273947822,15.568346311593887,11.53157427250182,10.389849948751207,2.291372754499329,17.932974982960882,12.956452959768225,11.769411590587339,8.713103948831101,9.966668414394446,3.371007549913157,16.07574827761461,15.3235029167014,12.451112752153456,7.346284718622301,0.0,0.0,7.294062875112982e-05,0.0,0.0
1013000210,2005-06,Central,2.8466544679549073,5.101541721425615,3.538098854128996,3.86709538817804,0.6735711515419605,5.733352112853829,3.522938217351399,3.563902340308268,2.8477124656949298,3.6126391338676815,1.2295374909763017,4.861740850207756,6.4609460332597415,5.426983345201903,2.2677246536178717,0.0,0.0,2.7958871177605402e-05,0.0,0.0
1013000211,2005-06,Central,7.2090812025338815,18.43013007947835,8.723274334374482,11.198677485883442,1.7095800532189844,10.997858678916716,8.368796406312574,11.107568855413083,8.412761366965894,9.341560088906203,3.308566123204127,17.06059015847229,19.120454383764176,19.32753025146893,6.402415551304577,0.0,0.0,5.727157781852093e-05,0.0,0.0
1013000212,2005-06,Central,3.6730652262473393,7.106237768695555,4.493916795879911,4.796062966231193,0.8285883946512594,6.362330449989003,4.4403231986502085,4.731197585402569,3.757147126624271,4.5011122529646075,1.5890984041841265,6.692839249291251,7.9736922977678395,7.0661529358467305,3.081303362490388,0.0,0.0,3.339103966869957e-05,0.0,0.0
1021000102,2005-06,Central,3.8179535478585156,7.445719629880013,4.705675429622852,5.277014269489915,0.862133614942344,6.733300213705427,4.7819911159883155,4.907072352121365,4.119269644885178,4.660984297618238,1.6847851505403304,7.151724411148998,8.343108373214086,7.326176835861835,3.125269296466807,0.0,0.0,2.8703014092690064e-05,0.0,0.0
1021000103,2005-06,Central,6.483512075539888,11.416490777150647,7.523360760056682,9.38863138722289,2.4781164255163075,16.020571017202705,11.51186516817233,9.257972303082889,6.682725974537679,8.08823942173313,2.1882854410561925,14.226623020688027,15.593855831091064,9.282548610130236,4.557522396699995,0.0,0.0,4.415078389328741e-05,0.0,0.0
1021000106,2005-06,Central,6.721784867703382,15.760004359478378,8.26399528903425,10.998520414189796,1.7281879646481015,14.34229733658892,10.283611784118287,10.589743317230845,8.30184467340366,9.617061366837552,3.311765727228436,15.174918989340277,18.56101363884043,17.189825049815635,5.842193092568778,0.0,0.0,7.08523716735068e-05,0.0,0.0
1021000108,2005-06,Central,3.1748934516229634,5.366203020437542,4.212484678866242,4.741545316656972,0.8871386418557861,7.201784687232252,3.397581509383738,4.063539430213497,3.1507827115103915,4.279945610826583,1.2497674797263143,4.912089955095012,7.306560439803294,5.133788559798084,2.463852123850631,0.0,0.0,2.590495856237796e-05,0.0,0.0
1021000109,2005-06,Central,3.1796054345976694,6.55000911889078,4.12277419671543,4.894190531515756,0.8389588036166183,6.541514316222524,3.2387115221791487,4.513294862498644,3.771869237247216,4.345867182823715,1.5539639473495521,5.848628067851499,8.538850312418228,7.000525432593471,2.7466698092744988,0.0,0.0,2.8409795021784417e-05,0.0,0.0
